,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id,action,amount,day
141,2022-02-20 03:09:42,1,terra19n7s6apv2fu6swjklm434uadsl63almgkgfvgx,2022-02-20 03:00:00.000,0,terra1srj2fh6w5qjxpjsrv8rndxrvx3jgu0h84huh2p,83F5E19B508DCCEC2C4D936C37CED11AAD6F4B6473E24E622F4543DC34D87689,transfer,8.220718731000002e-33,2022-02-20
142,2022-02-15 19:30:00,1,terra1qkt9uay6qc5mlhm6paasa0fkaekn9g38d3m9kv,2022-02-15 19:00:00.000,0,terra15ue9l2jgj9ljp2qhh3xfq3zxg8tukx7evprehr,C6F3A7F39BE6218867720EAA0A068F44697292EE8054F22B8CBF1D8BF5E48234,transfer,2.953141220000001e-34,2022-02-15
143,2022-03-10 12:13:10,1,terra16nsdhjaje6x8t0ttk4unn4a8qyhlfj9xmzuqn3,2022-03-10 12:00:00.000,0,terra1raufdg6fe0u66skh8nj6hvz5dfnwaxaqu5tz0d,AD14CE6E13AF17B78C5275440A8EE39C695797EF7F40384DB88E97D53B226108,transfer,5.3256301599999985e-34,2022-03-10
144,2022-02-14 15:11:55,1,terra18d7za2d27a03pym34q4evlaqkltjy9fg6r5cr2,2022-02-14 15:00:00.000,0,terra1vl0y2jd3tvg4x3yqth5t5d7swpz9pxqv8t8x3c,B019B67CD0CE9B39B8100D00CC88EB2134E9F2E07856774F871076B8B815F630,transfer,2.20686556e-33,2022-02-14
145,2022-02-26 11:26:17,1,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,2022-02-26 11:00:00.000,0,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,B5542BCB65DD2A1975F0C441A4B52533A9038FCEE1B60B0866EECD8CA202E89F,transfer,1.8134467023999998e-32,2022-02-26
146,2022-03-06 23:11:49,1,terra14jfjfd74g66ygtt0763rvszdr4gux97007dk8d,2022-03-06 23:00:00.000,0,terra1ea44e8g97xt0nv2c25mkepv8pdp4ed4fcql8xs,8FB5E458ED1D51028D601AF25E26736165AED2EA308B947A06996E17E0013DBE,transfer,8.88066162e-34,2022-03-06
147,2022-03-08 05:41:55,1,terra1cc9rt6396g6ka0twcjh5lwmchx0up7uupf2zyx,2022-03-08 05:00:00.000,0,terra1kh0fdmp4zn05qdqjmn22uq4jv9v0zcxxzhkfw0,6B84FBA92EFDE44782321763AD60A7AB899275E7D6B57A6C1D7AF4F8AF77263F,transfer,2.0876860000000001e-32,2022-03-08
148,2022-02-06 22:00:33,1,terra1pfr9lk0temuz2j2wpf6jydql5vxqnw77dfq6l5,2022-02-06 22:00:00.000,0,terra1835mp0fkgug7fxmp5dsg5pnv7q8ffpcnt0xgpj,0B8B2E7FC087E1002EBDE8837E40C18FDCF065B2F08219AD98FFBF5A8AD90909,transfer,1.4802819959999993e-33,2022-02-06
149,2022-02-06 19:57:48,1,terra1dfgpcdyyez9sfx7n5mmfzyq0d24vy8j3w85tfh,2022-02-06 19:00:00.000,0,terra1v28ektdlz68gtmzswfqhqrmh7av5suafsgpctx,007D443FF329AD1A5A206B9424B3712C14FA492AFECEBD47F7E541B83939EAFF,transfer,4.440845989000001e-33,2022-02-06
150,2022-02-09 22:27:15,1,terra1cdw93tuahc4c3cj35fhkryxk4v2wndlv8g3vej,2022-02-09 22:00:00.000,0,terra1cdw93tuahc4c3cj35fhkryxk4v2wndlv8g3vej,8F2BE3E0F4FC54E2C67130DDEF92DDF2E8645057426BAB4AEEF2A8622BB875C9,transfer,1.8113306309999996e-33,2022-02-09
151,2022-02-16 14:57:08,1,terra1jesfrtv3yjcug7c2sfhfdavh6h0yhdhsvwhvdj,2022-02-16 14:00:00.000,0,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,E380052241E906EB5B4D65C31630E285F01BE55AFD86897434D9AFA7940DDDCB,transfer,7.331766398000001e-33,2022-02-16
152,2022-02-06 16:34:05,1,terra1n57tn23cja4yfmm2r9njgaukprjptrvmnnckv9,2022-02-06 16:00:00.000,0,terra1a5vxtg2pghaagklm5q26lhlvyrt8salsgk7a4m,7BDE330AEA19C88EE485700BF58CD5B61C4D2AC2BD7305A705C321FD6AB64F37,transfer,1.0361973970000004e-33,2022-02-06
153,2022-02-06 19:04:04,1,terra13mapx2zjqrv8fpatg0g3p2sfqglms7hkdas0rr,2022-02-06 19:00:00.000,0,terra17y8jmpy8xmm4k58qaq04uy0avprkvq0mwcpqsz,753306C7B9A0D9FAC1A2B9F9B545ADA134ADB0D3AAB0D235D64F3CADEB4DABA4,transfer,5.9149999999999995e-33,2022-02-06
154,2022-02-17 20:53:59,1,terra1x52w647y7d289y4ck6mrzuxk6sefy4z92f652a,2022-02-17 20:00:00.000,0,terra1p0ex034phcy6tygpjdzr2j7r05c0h7umfy6cjl,4913AD4572AD932E5BA951398191AF327746B9518DA8C59CFF859F1B63FC8964,transfer,9.8e-35,2022-02-17
155,2022-03-09 21:13:16,1,terra1gxm5lqncqmch7tk0nldlkt2a7dhq7u20uurn7u,2022-03-09 21:00:00.000,0,terra1z6uz6xpehg0rpktvpx3tc73pnp7pkt3a7v3dgc,BF6E763F2DBCA3A2B4AC3FB2FB6F584570010A1ADC46EE79E4330784E8038219,transfer,1.6031180259999993e-33,2022-03-09
156,2022-02-26 13:17:27,1,terra1eyf7wxefg6y0h9vhnh7prz7apav0wph7jl9tq6,2022-02-26 13:00:00.000,0,terra1p2ptfvmda4anhp68s80xlna6uekpwfqud73j4h,E9ABBD73A9AC41572E6DA82E1D50EC2CA4F805AED5B29DA872ED83C5E3891757,transfer,7.748158599999995e-35,2022-02-26
157,2022-03-05 21:58:33,1,terra1en78vyplxa75tvhwk9axyq7essen4t09rcg6sf,2022-03-05 21:00:00.000,0,terra1eklvz8zp52rygj5x5d6pj0fgr0a9uucv68mlrm,2452A97253A562396B5E2207DAF2CA975ED992EB755E73761DE26FD5BD813C29,transfer,3.0464861436999995e-32,2022-03-05
158,2022-02-25 12:08:02,1,terra1p3alf6w49c2f3maqxv9umxsmwxsyp3dge3qjcs,2022-02-25 12:00:00.000,0,terra1clq855s8m0tnendt9ly9ca440lxcw86ghngx4c,7FCC1E10FBE533A9745A7B1FC9802F1112C4E98951A280EB8751F10D83C4FCAB,transfer,1e-33,2022-02-25
159,2022-03-08 04:21:36,1,terra1xj3yttaha728j4e2nueex267dkr7nv9wl8wyty,2022-03-08 04:00:00.000,0,terra18heydm8hnw77rfwm3r29c4ptw9hq6sj7c5m9wq,EA8E497F5503A879110D4AA260060C593B41AA2A5E8C3DF09FA5D02C93E6DCD8,transfer,1.17335637e-34,2022-03-08
160,2022-02-06 16:42:47,1,terra1xmqxzfqpe20ky8syeexnmjmrqf600dgy6kw8ee,2022-02-06 16:00:00.000,0,terra15h40zdvpplkdw60z7mreddng35eltwylhjwcfy,3B960A1AA75382128DDB39E2A06EC1AE9735C028C8384CC0A09621924ABBA8DD,transfer,2.9605639929999998e-33,2022-02-06
161,2022-02-06 20:01:25,1,terra13mapx2zjqrv8fpatg0g3p2sfqglms7hkdas0rr,2022-02-06 20:00:00.000,0,terra12jypk07l0a0f0zcwt26lhhyds79q7dlr3p244c,BD0F362223DC96749746619E105247AA57E7E44ACBFFD8A9FCA74FCB9DF0B264,transfer,1.4795000000000002e-32,2022-02-06
162,2022-02-06 17:40:27,1,terra16huvrjy4fl29smmrsk865kf9avjcjplu7lrrkx,2022-02-06 17:00:00.000,0,terra1spe4de2h0t03njxan62zcpmmpzttdxshsql7va,7BF673F5A78B2A0E2FD2A8AB294135C58AAB21B1D68D8FB82CC8D836D50596F1,transfer,2.96056399e-34,2022-02-06
163,2022-02-06 16:48:04,1,terra1hg543l5r2skyrqmsfz7jscdf35fw8wq89858v8,2022-02-06 16:00:00.000,0,terra1arnwyqlpe3gnp745t6lxghwak8nchr7ktk6wze,AA73F7E5682C1D769B1CC61691D62A27C7D6E95DC0CC873B37EC9B1428C3842C,transfer,1.4677211700000002e-33,2022-02-06
164,2022-02-16 06:55:10,1,terra1ew60gj0ayfaut34p957le8nwdg7l5ck7a7vuah,2022-02-16 06:00:00.000,0,terra1x6j24anjqpe5aapwtx2hl36x3fhyl5jc2kh6st,50AE5ED90BFF2475303619A006F0DB9491E90EF5DC1C6641E22E87ED2045366D,transfer,1.0526676399999998e-34,2022-02-16
166,2022-02-14 16:53:43,1,terra1k3qhtpat8v424z0cvcq2zxmnghx6lpzvgu4cj4,2022-02-14 16:00:00.000,0,terra1e5ag4a5wlckwzlz4wu87p6nxjp427zpmc474zg,CA2065F9A541FA16AF1F7BD41481A75088CF129EAB6557292F7C0F762C6D7754,transfer,9.074586401699998e-32,2022-02-14
167,2022-02-14 19:26:23,1,terra1k3qhtpat8v424z0cvcq2zxmnghx6lpzvgu4cj4,2022-02-14 19:00:00.000,0,terra1e5ag4a5wlckwzlz4wu87p6nxjp427zpmc474zg,962F837BDDFA76487981D93F60198958E4663541103FA958294F5AB0FFE366FF,transfer,1.5e-31,2022-02-14
168,2022-03-07 11:23:04,1,terra1vjd23yx93nzwgsgp7gzdep9vvezpnukfjh84cn,2022-03-07 11:00:00.000,0,terra1kwcn2az5qt6cupze80f2wyj7k795g2qz2h2qte,AFA30CFF00095DDE793A23818F9705C18B33AD4654F61353BB3B116411C50C27,transfer,1e-34,2022-03-07
169,2022-02-06 17:22:37,1,terra1a3ucmt9ryne0eeewl2nafqcr0n6xwrfh0xvxq9,2022-02-06 17:00:00.000,0,terra1e6ukl4tnwcfx54hkq498v4ym0j4x5tfrntcawk,3E43893BAB16E1D2844BFCE57DB5421B67EFDD4D22467B2E0FC69728969DA68F,transfer,2.5e-36,2022-02-06
170,2022-02-10 19:49:37,1,terra1dzuumhjdu36823shtl5s06sml5en2pxm4vcy60,2022-02-10 19:00:00.000,0,terra16hkuc9tg68cf426yvw5cn0k0prr4dce5655h3t,DB050AFEDB4255BD170884E1FBB2C8F075D92F896543FCEB7E58AD0F3FAAA5AA,transfer,8.035306739999998e-34,2022-02-10
171,2022-02-17 09:05:01,1,terra1mas444nzjfr2yktfghfsetd8qvlz980vppvxnc,2022-02-17 09:00:00.000,0,terra1vy6xeq2qvq3vywk64ayzyg2lzpjlzjktdpsvuw,5F3271DD8D52BE589E191BDD74F732C0DA6DC316C3A6AA0A54554A35F9297568,transfer,3.206290000000001e-33,2022-02-17
172,2022-02-15 03:31:53,1,terra1j4l7nq0apjj6c00kh2cuge5zlxg7z6hg82ypud,2022-02-15 03:00:00.000,0,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,26BB517B28B950983AC41FFF8222059166B86A6424BB0B36ABB8D2291E0BFB66,transfer,8.321127134999998e-33,2022-02-15
173,2022-02-15 23:20:18,1,terra1pgxfx892d3243fvlc58n3g86cteantssy4hjsz,2022-02-15 23:00:00.000,0,terra1khve3urfkjnkglqwwxvlr68fulwghj7n9c6hcu,8A34544B3D95A99A7783FFBA47C4896CE89DAC9FA3F662FF2387F840C33D220A,transfer,2.930159300000001e-35,2022-02-15
174,2022-02-22 01:22:00,1,terra1c5gcrwzk434l95ap9e9ruz46q5yswpt2uxquaw,2022-02-22 01:00:00.000,0,terra10nfkg38nsdpz7mh3awyxu6vxrrhdsqaq7m254t,B2C3E6454A68B9143A79C805446A7F0F5EDDA6306E1D2C15C7762724DC8C8EFB,transfer,4.7925257e-35,2022-02-22
175,2022-03-08 10:17:25,1,terra1raufdg6fe0u66skh8nj6hvz5dfnwaxaqu5tz0d,2022-03-08 10:00:00.000,0,terra16nsdhjaje6x8t0ttk4unn4a8qyhlfj9xmzuqn3,94DAF0D8A37563C9A3EB62C1C029AFA8AE0469122E2BB98E3EFB0D9EF4F6E100,transfer,5.3256301599999985e-34,2022-03-08
176,2022-03-06 15:05:25,1,terra1yk3h5tqaph6edxale7u2ad3r7sehuwhj585xpu,2022-03-06 15:00:00.000,0,terra1qw0tajexn45rj64nup50lfdxd874gv89chhgtw,D6C403FCF54EAF031BFB004D51B71367031926371C0413DA903F33CD5E811BF1,transfer,1.0451051769999998e-33,2022-03-06
177,2022-03-08 13:34:02,1,terra1kwztthcj56ync3vuuw9xa9r64w6l7t5klv4ky9,2022-03-08 13:00:00.000,0,terra1d7fvc0rl0ru8aa4xft4m0hg349srrmgrfccff7,1E020AFB9E9A1690825CF416222BA960E0EAA096820256E04991D1F8981920AC,transfer,1.4136700000000003e-31,2022-03-08
178,2022-03-01 21:40:19,1,terra1nhgdz5cqh6nk0wq2l73mxww6k24yltqhuk50jw,2022-03-01 21:00:00.000,0,terra1nzg7y006qpuxknyjwu826u5aywms744kahmzkc,EDB60E1900AE01CC8E92383EEC7215A8B6FC9C819D8F7B0DA88A394EA6F73B85,transfer,1.6366641739999998e-33,2022-03-01
