,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id,action,amount
63,2022-03-10 10:31:15.861000,1,terra1cn70sru5ut70rgr8trq9q7kjqtkcuefsgfzg36,2022-03-10 10:00:00.000,0,terra1d6ytk5nmc64r6p3mjfdqg9g5rlm5ca3mu089xv,7F953ED1E24B7F0D271E3CDCB616ACEDE2DA63A3E828790F99CB79630D7E3BED,transfer,591514946
64,2022-02-06 18:52:48.682000,1,terra1sv678vkyte5aavnmg8auqguae390vt9jwn5q87,2022-02-06 18:00:00.000,0,terra1pmt9vz6x7nm7844ss6w4ys6ns8f4m44gmhjwck,C1B0229E7F20F9C3659E6186CDA6BBD76348B9D650BA4829C2FD07A0E43C2BF2,transfer,147922498
65,2022-02-17 06:51:54.941000,1,terra1kr8ym0ll5jnffl8tmakl3vqhh9f49u2ccq0w55,2022-02-17 06:00:00.000,0,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,AAEFF55C92F2DD4355C588322281F4E3C3FD65FA230D51C2C1DB38A1B6F18B62,transfer,56492083
66,2022-02-27 18:22:55.345000,1,terra1u277x0p54f4g2swhjnzkwaaf67xuzggl6fl79x,2022-02-27 18:00:00.000,0,terra1qx3vmmlfylxmtd9ld9xj4vgdsslv5tpex5tn9j,E2492E6EE260DFFEF4491E51A65E9B21F3FC2D65ED37AABEFEFCB46BF0C40E4A,transfer,44352714
67,2022-02-27 13:37:46.721000,1,terra1zhhcjl2528nfh776rmvugx434r3enf4trnzrm5,2022-02-27 13:00:00.000,0,terra19r696ah3p7qw4n203lmlx3rv4uzajy3h6xsw57,166A4E1F7D00D0143A5E6059964C6D7E840ADC19A1EB7F4B892AD07EA234FD5C,transfer,800000000
68,2022-02-27 10:01:48.992000,1,terra14l4f6v22as9wdr5hftrvuatp67v0ku4n5ks0ad,2022-02-27 10:00:00.000,0,terra19kwtsple2k4rs7ahy94ym46wrfx56f6heqzzrk,14639DDB7CC765A2B99A8C83731850C8F2B4172E27BA022051C59EBD4EF4BD7F,transfer,353166500
69,2022-03-08 20:41:07.242000,1,terra10vvde8xjyvfarlhkrqetrq9egfklxdjss50qd9,2022-03-08 20:00:00.000,0,terra1dtx7zxcpgm3k4k2npkz8fh3fjacylvg6v5khxq,22CCFDA99F3A0D0E85DB0136DA439D5714DE19BDF9786C940987E40D6572008A,transfer,25168889
70,2022-03-16 02:36:23.911000,1,terra1u6r30yhxg0pccqjmg2mfjnktnth9tlwfm3vj5w,2022-03-16 02:00:00.000,0,terra1ta3zsamxtpn66u5sw5usy0w6mreep5eug9xmru,D98B37DA4BE2C8AEED569FB51DA8C133729E7D2FC5D9AB136A3919538F34404B,transfer,7023574861
71,2022-03-08 23:53:25.169000,1,terra1mdk54fkjk8xt56apxgvlt7pgag26es7yrwdpvh,2022-03-08 23:00:00.000,0,terra1as8j8qhexvsc3sy0gxrfajuuggwar45chfhqwn,0079938119497E8395AD2B83B28EAAACA68A6B6B6885D240F860DC7DC2D6D3BD,transfer,10083447
72,2022-02-17 06:53:20.936000,1,terra1wj57s57y45p3jx9asz82sw4qkupnw9wpmcnp04,2022-02-17 06:00:00.000,0,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,59A3557F698ADBF61B499FDE605CD5B973CAE9FF05D049F7C5EEEC45F456F7EC,transfer,41951560
73,2022-02-19 17:00:21.824000,1,terra1h3lh5xccp9047m2yayyvpntl4qzl4stw2dagmj,2022-02-19 17:00:00.000,0,terra1ejv6l8sdndj7d0nvs60v0vh6mal5xfezh0sqm2,387DC44E4A1D869F0036FB5393596A316B0A32C051A580106C50FFE6DBC0585B,transfer,1694564050
74,2022-02-14 15:12:20.810000,1,terra18d7za2d27a03pym34q4evlaqkltjy9fg6r5cr2,2022-02-14 15:00:00.000,0,terra1vl0y2jd3tvg4x3yqth5t5d7swpz9pxqv8t8x3c,802573F69444CA8ADAE57341ECCD45BEA80096599B7D4153765D09CC81ED3644,transfer,2235323294
75,2022-03-02 08:34:12.764000,1,terra1nhgdz5cqh6nk0wq2l73mxww6k24yltqhuk50jw,2022-03-02 08:00:00.000,0,terra1nzg7y006qpuxknyjwu826u5aywms744kahmzkc,C7F669DED3D7C408BB27D4582CD2C7844E6CBC838178A4ED5502F705A6A6EAC3,transfer,13421263263
76,2022-02-23 20:33:57.669000,1,terra1futa5pnnwtxgk9n87e35s634plhaqe8rf8w67v,2022-02-23 20:00:00.000,0,terra18ag8tjt4kj6qzzhsagq2n3nqs2amlykuwz90mq,F5E9F64893B7077584A32B03338A734B9FAB89B08D6F1EA3D7C4B6D7D2A05214,transfer,50000000000
77,2022-03-07 00:03:27.447000,1,terra1fe0n6u7evplgz70gc9auhvkvzpedurhk544nqv,2022-03-07 00:00:00.000,0,terra12q5sxahuk7vj25vxuws6t5kyj0qrzfd5dsd8t8,50D2529FE7917E97EE062D99FA5DF5338F30C70695CC908DF838D863E277E6E5,transfer,9002995753
78,2022-02-06 17:16:04.098000,1,terra15a79xzjxf96pad74hlkk8ugwsudz0jzcxn6xkz,2022-02-06 17:00:00.000,0,terra14eyhmuyaulcxz9l8qd8q8g5n79zhzvfjy8ghun,2C4604B4B0E4F909D7B71547D8EB9A236606EB5A431CF3282823F122DDCA4CFB,transfer,4142892775
79,2022-02-18 16:50:24.320000,1,terra1alpg5355yw6tnftgrvqppken9muqlxwljs3h62,2022-02-18 16:00:00.000,0,terra1p2ptfvmda4anhp68s80xlna6uekpwfqud73j4h,0D12A92570BBFB2ABA092D401F1388D33E963F2F62C54149F850E22A1959F992,transfer,4071558963
80,2022-02-15 08:22:49.069000,1,terra1jqc88enkja3ys29z27juae9gp8tce78a9l86t6,2022-02-15 08:00:00.000,0,terra1mdjnkzs7uu9dnsdldmz9hngwcjxqhy45rqky7w,EC7BD5B2CB07E243AC86C29E01DDDC13BDFABBA125C70FA0F3724BFF585B97B2,transfer,88692906
81,2022-02-14 16:49:25.912000,1,terra1k36u8ussk5a3ea70fqzlkd7czep8smj4z07nwa,2022-02-14 16:00:00.000,0,terra135z8ugx4gtu2ys58rt5utk3f50lwh0qxuln7ml,10C46D4077B1E23F09F1CE8DD3FD6F424025A3199F7C96B9353DFACD10924F42,transfer,325965751893
82,2022-02-14 15:01:19.808000,1,terra128ep08dz82gty09736nna0y0mn7n5elemj7dmc,2022-02-14 15:00:00.000,0,terra1xp3ajlepz7zxj858m592jl7g004tn9njgaqhvf,AF266F853F0C76629601FDC979CDD6087A1A804FB9F1D0581E944CEAED83F2DD,transfer,295288927
83,2022-02-23 14:49:32.497000,1,terra1qnn3khwea24mg8mldxcc0neq2de05c5xzjcdgv,2022-02-23 14:00:00.000,0,terra1aud4l8pkjzu2ugz8lu00uxjprnw5j5zyn9cdk3,830F5AB875E96B4685FD4311662819501D31E694248D878682A7D6C79D00B9F9,transfer,3081098390
84,2022-02-24 02:07:02.872000,1,terra1vwvch72vxcqm0heqrlmfwzy3ern03jw5pjge26,2022-02-24 02:00:00.000,0,terra1w9qvux73f6kh7gtt2zrvzda36czfquuhzkm3qr,917CD6C8D512A6F8666392AAD3376F041369084722070BAF2C46EA74B5221418,transfer,8515469735
