,0_action,1_action,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id,withdraw_amount
34,withdraw_tokens,transfer,2022-02-07 10:47:02.838000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 10:00:00.000,0,terra1hx5vrqy4sn82pqmmn8k4td5dsuqmv2j2g8d2vs,94A11CEEC68D2FE85825F85A65B0B2EC360EDA4FA2E34AAF48F2E23A08728621,102139457
35,withdraw_tokens,transfer,2022-02-07 06:12:35.955000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 06:00:00.000,0,terra1tuksfkzy7dcxy6phkyp2ycjqxkelcdh6v9374q,D64AF5DAF15BA6595EAD28BA92E3782AC08CB7DF35B97B2CD7EB9322978B1D69,843760738
36,withdraw_tokens,transfer,2022-02-07 02:54:04.139000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1ezapytqyf49pmea2wwnmsp9uzw9jg54egpwgh2,F860520AD74B047F5D2CA0F58FD7E383A7B3F81F0E8332E8015DE2C87C48A001,207239479
37,withdraw_tokens,transfer,2022-02-07 10:47:30.067000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 10:00:00.000,0,terra18p7pxq7kw33afvjvvualxep73vf4vx9jd70sd0,BF18ADF150512417468AC6864E6457D2058C1E55D9078103DC18AF1C80CF59E7,286875690
38,withdraw_tokens,transfer,2022-02-07 02:10:28.511000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1c5ppmyr8fdspylexuhvlg4tnyt9wxzuu97sg5a,5608AA8BB5E88243E70E6663FE45E7DFDD2251164BA7F59762A74634E6798DF0,29605639932
39,withdraw_tokens,transfer,2022-02-07 08:42:31.385000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 08:00:00.000,0,terra148kemqk2jdtz0cnhqwsvkd5ww7x4kvs3vcn4xu,199849A5A893C797E6DBB93090866B2DBE9B217CEF5AB81CDB6F126511DFC7A0,88816919
40,withdraw_tokens,transfer,2022-02-07 15:00:41.085000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 15:00:00.000,0,terra1qls53jp5ux5ytxvlp90h95cx94e9j635ejevm6,73D53E1F60B2832065FC3AE18FAF3C44034130203F6263FAB88BC80D6BA73876,14802819966
41,withdraw_tokens,transfer,2022-02-07 00:37:31.048000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 00:00:00.000,0,terra1q8atxdyjvsjx0eztcg2s36797tw6prgmlwf0aa,C9E29EA8648777CBA9DEB0C264152AC208633038C0BD1A8DBFEED4EA877C6151,1480281996
42,withdraw_tokens,transfer,2022-02-07 21:59:07.988000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 21:00:00.000,0,terra1kpxpd4hjqsvkg8rzuwdp6gda0lhq56a2lldawj,E71C000CD36DA3688A57BAD8F8FCE41CCB611138CC43CE923E8943B3AB871DA0,1776338395
43,withdraw_tokens,transfer,2022-02-07 04:26:43.328000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 04:00:00.000,0,terra1ynj88h5suwu6u3ztpje2u6wejup6d77v7l5r0d,27268B767FFCBC705678807131D4DF2E6F24322AC4D11E68591BFE94A7A4B1A5,103619739
44,withdraw_tokens,transfer,2022-02-07 13:44:13.336000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 13:00:00.000,0,terra1mx4sxewvdd4dzadnp2lrqx3my6r4y4ehuzzuc5,F786426C37507D258BE61DDA1F04F31B63F33A8C58D27156FED92991AB910E98,11842255972
45,withdraw_tokens,transfer,2022-02-07 17:01:59.953000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 17:00:00.000,0,terra1jvxwlnfnaa40tlqesyws8myxhtu582m8ux7wp3,944828F2A1AA091D8291C23173D449795E9CC6E471C3937293711D87EDB16E5F,1480281996
46,withdraw_tokens,transfer,2022-02-07 06:39:12.667000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 06:00:00.000,0,terra16utuuhdrmd7yamkcrlv3p89l4hyg64py0w2f82,F4CB435F54BD20C1FBF53D02D52F175E5E56DCB9BB56A6FE6C2A1775716BBCAA,148028199
47,withdraw_tokens,transfer,2022-02-07 04:39:51.912000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 04:00:00.000,0,terra13gnfg3gj2cyw8d2a3vrnlm2yuhs6428t7s9rlu,6814C742E0271709727C1114C7D80B2BD2760E677F9D86D84EBD2D195AA9C2B1,740140998
48,withdraw_tokens,transfer,2022-02-07 03:01:33.014000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 03:00:00.000,0,terra1gjgqhe26tmgp0faxzpdyhycncy4tacrjjhee9q,98A1090D7D75CF1040C38246149F596FB0521A0224EBB41D70B759501F495533,8881691979
49,withdraw_tokens,transfer,2022-02-07 03:26:51.285000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 03:00:00.000,0,terra1x8d5k6j53q0g4r3mxrfpzt5e7qxqtphhyt33pd,D443302D3422C5B3B8726589C2B4FE554C8D822DB34AFFD39F56E11CF49F8CA1,2010222951
50,withdraw_tokens,transfer,2022-02-07 02:20:44.101000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1v8yjdary09kpvkftwc8wdghez4fwktmg3pyng8,288EEB3DF777233BAB4A54F462A75FE31214CC8E6E7243BC591D7A91824EDCA1,6513240785
51,withdraw_tokens,transfer,2022-02-07 22:41:24.702000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 22:00:00.000,0,terra185ac8uf3h7lymsnp3yy7wzkg0xp6tc7e7em8gd,FCD3BCF5F0D4493A61B80A866223621BB91FAB2EB5E1668DF9FC467A79C7AB7D,7656018486
52,withdraw_tokens,transfer,2022-02-07 08:51:04.498000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 08:00:00.000,0,terra1w3ejs34her7fu509y7yqdeh5pkvmhu89lx95ke,4853291F09D0344E899C6C24CD138E05D5EE91A2C6A83072C228DEF4EA00D6DF,14802819
53,withdraw_tokens,transfer,2022-02-07 12:19:00.481000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 12:00:00.000,0,terra1tje4luuzp00paq2ysxk3gn5zt9k9ttc6rplsz4,71F88F1AD0BBEE1C22E27A62D33DEB4555A743FACC3B519EFD70C5B6329342BF,38387001
54,withdraw_tokens,transfer,2022-02-07 11:15:25.894000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 11:00:00.000,0,terra14p3w0qsp4t39mmaqxuwuu2l99makrtszmehj0p,5BE045F3739120E5A60E3B3C5904BD2A65B6DF8A4D18EB5E57FA1F7E3B37019F,1421070716
55,withdraw_tokens,transfer,2022-02-07 02:40:04.733000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1fshg059whct2pycs9sk9kwte93hg4g2z222gmu,361C9729A9D772C0B13C8A2A9B10B37C93C5BD673B3B7E8058914BB40629376D,1480281996
56,withdraw_tokens,transfer,2022-02-07 02:10:41.706000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1w8p25dyea68hld8xs36ny2js6p4lfkcr0xqwm2,432830567EE2E708ED4EE08F426FA15C56867A2E5F0A9A75C680B5B57D725F9C,592112798
57,withdraw_tokens,transfer,2022-02-07 04:23:14.531000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 04:00:00.000,0,terra1sfssfuyvaen95a8awjfcq3q8qg890h05u2ez7h,08ADD499A6E28FABEF235E4AC4C7709468EE0512C9BAB5819BD84DD5B352A1DC,592112798
58,withdraw_tokens,transfer,2022-02-07 11:25:07.868000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 11:00:00.000,0,terra160mkp0pkh5j77rnp0sxxudmusj9q979nxc5fvw,6BC07DE3F66643E18B901C1860DC5C5BEFD442A8E6F856BD88504E54C2FC325B,466529140
59,withdraw_tokens,transfer,2022-02-07 11:32:26.123000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 11:00:00.000,0,terra1znyj7mgw2cv3fv2lgzf050awp5gr64eupqrnkg,0EDC359737F22CB2FD2BF71F7B6826715A3CDD3CC384223B0CBA62A2FA3B2F4B,4184905232
60,withdraw_tokens,transfer,2022-02-07 14:21:24.132000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 14:00:00.000,0,terra1496vr9cs5xkvxul2ypyr9j00glkkh9dxsn42p8,58954759BCCFA32379DD6558D2FD2D0530011EBD2415DB23E5B316E21A8D0DAC,444084598
61,withdraw_tokens,transfer,2022-02-07 03:32:53.713000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 03:00:00.000,0,terra1rhjjv604qwnczazwvzp68ackqgq8kxcxqxa7cz,CAB62F474A7E4C2078D2D05E3C318A4653E211F05797AC0CB3264DB1B8333991,19243665956
62,withdraw_tokens,transfer,2022-02-07 23:55:03.293000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 23:00:00.000,0,terra1z4hhqhqyr7tk22vc82dwj27g0c2x7qrs3sa64t,7E7DC83333355A566AF81F9576BE64D9623052586B4E7F808F8C0B8AD730ED25,177633839
63,withdraw_tokens,transfer,2022-02-07 02:32:56.213000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1dsfllrdgf5h25t0ae4jmex7fs80ef99g0yakrm,E984FDCE172B46BCD51C731BE3BD5690289A702DAC8D64370FE7134569116E28,1613507376
64,withdraw_tokens,transfer,2022-02-07 01:59:39.150000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 01:00:00.000,0,terra1n7rsagg02l66up8gsgqzrk6enkp3pwsj8qqvnj,08306B6A30AECEBA5BA2C9E237E9EAA56CEBB9B875FF03A2F2EBDC202FDEFEB7,2960563993
65,withdraw_tokens,transfer,2022-02-07 09:43:20.350000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 09:00:00.000,0,terra1k6ct97h8cf3ages5xl2nyq7n5u2tgxnpptynhf,E03A3991D10A565AAA0D4383542DB4390EB7C6AA50900E863B2AA3BF18908657,27101210
66,withdraw_tokens,transfer,2022-02-07 07:36:04.014000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 07:00:00.000,0,terra1nh02rg8a99vnu2m8c2hl9v4y8yr7xdne7ev2er,83C828EE94461FEF7D51B68D8EA9F9B188E4A604B825F7AFC4B76488FDD488ED,325662039
67,withdraw_tokens,transfer,2022-02-07 09:26:31.035000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 09:00:00.000,0,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,53C418CE601D5C6145171E7E262D4E9EF810287A375B4ABF7A9A918739E921E8,2960563993
68,withdraw_tokens,transfer,2022-02-07 09:14:02.776000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 09:00:00.000,0,terra17zy8p7dnrcuad0f2chmrnfqxwce7duu2t7l3ae,69C23132540CCCF3D27C05F995671EB8E4672134BA0A950095EAF9F2F992B142,29605639932
69,withdraw_tokens,transfer,2022-02-16 18:35:02.328000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-16 18:00:00.000,0,terra15f408d3palre6qu9nc0xx4y6lcxlpl03nshnad,17B04708015922021D3BA5E85AA6F7D54984C570BD12F83863363E5EC1DA2C81,888169197
70,withdraw_tokens,transfer,2022-02-16 15:33:17.696000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-16 15:00:00.000,0,terra1ez73989kyz85lvhveuyvpjw6l42v9jlc2z778d,B8529040B3CC3D126B0F0F8FE1FB23983E43660B4C89B76AE7115ABE97029AD7,283858875
71,withdraw_tokens,transfer,2022-02-11 16:46:51.382000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 16:00:00.000,0,terra1gxwspxmzv0mruqf5t3v32ehxlce5gkvhfdsmmg,976DD444B8ABA7AA6C18272519C2FED0AA4E46AB9D292696285017E759E5E5F4,5921127986
72,withdraw_tokens,transfer,2022-02-18 08:14:00.271000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-18 08:00:00.000,0,terra1tcr8yujuy7wqnyp2hefrkpkrdjc4cxwpe8xl4y,51A97539596A92F455A55C72FA41B8486B9B7FCE13DA4453E74F3AB02E46751B,11380416874
73,withdraw_tokens,transfer,2022-02-18 20:20:16.722000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-18 20:00:00.000,0,terra18ht3wtukaj4kc2zcdysq0hqmz7lx46p226ng9w,3FFA0908DF7BB731EEEE540590723D69A59EEA5AE5108C0C7CDA4F29FD1C16EF,651324078
74,withdraw_tokens,transfer,2022-02-16 10:27:52.693000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-16 10:00:00.000,0,terra16pn2rh0nfeuecccfk0l0nwul4hl36zukexgu6x,734C17594EF3292B67F1DEB3E7C808D67968C55A89DED9F2A5C69365EBCF177D,2960563993
75,withdraw_tokens,transfer,2022-02-16 03:06:59.968000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-16 03:00:00.000,0,terra17npp9fq9uzanv05rytgj86muaet59rpth55aln,48EE960ADC9410052F669941DB1C47C303513B474A5B6ECF10CD85E0540BE44D,2960563993
76,withdraw_tokens,transfer,2022-02-16 00:47:00.709000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-16 00:00:00.000,0,terra147z59nns52v0uyy3an5gnf3ff0v6mcqf98kmkq,002170B68C8BCD6A684610D575CC6E9F006F425FA3BFDA0564B96EBFD73211A7,2960563993
77,withdraw_tokens,transfer,2022-02-14 20:03:52.400000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-14 20:00:00.000,0,terra1vlfcftd9m9uk2g0dd8epfnsvddamp3qxfzcy26,E66C025291088A71CF2688F389A1C65C6000105A475C0A8E01BF2E13A90A17F9,888169197
78,withdraw_tokens,transfer,2022-02-27 17:16:16.454000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-27 17:00:00.000,0,terra1q3ux26mjms9g96hk4g3d50qnmj3874yce7r63j,201D8C82855E1B3F3FF111DC104A31288DD4635E04AE7EC2CD851F957DE03300,2960563993
79,withdraw_tokens,transfer,2022-02-24 17:49:50.139000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-24 17:00:00.000,0,terra1tna8m409ehcpqt6c85amjpd04555snt5egukl5,B9C7EA5F7F62F81D62575956428764CC5A82DF8C8C9889E990E251AABAAA2430,296056399324
80,withdraw_tokens,transfer,2022-02-06 17:16:50.562000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-06 17:00:00.000,0,terra1ga7x6aqwvpf8rux4l4h68ugm9ewtps2afqntqh,28A35B296A4E9DF56F257EFC64F26B6796684D024BF003919AA39DB846F424D5,1095408677
81,withdraw_tokens,transfer,2022-02-06 17:06:44.693000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-06 17:00:00.000,0,terra1cqfyqmchfzfmnv5fvgslmsfemxqzuflzpvduxj,3633C1D8E2615E55D28177CFB36534667AD9262896689B41DE002C10FCF7F940,84447639
