,0_action,1_action,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id,withdraw_amount
0,withdraw_tokens,transfer,2022-03-15 19:44:45.784000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-03-15 19:00:00.000,0,terra17ruvtyurpdt0qqcn47qduhlnp0uf6ln38u2kll,A5719FA36F3457BEE39B284A09F56987491FE5577FC7661C68F5DB1265F618AE,296056399
1,withdraw_tokens,transfer,2022-03-12 03:28:14.626000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-03-12 03:00:00.000,0,terra1dha0256a5lkhhg2p309jvypmq3w55z82rjxzyd,7F1A5617288F8F3C6FA83EA12578BFACD57725E9D315C09E5A1363F67FE07706,1776338395
2,withdraw_tokens,transfer,2022-03-15 19:44:45.784000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-03-15 19:00:00.000,0,terra17ruvtyurpdt0qqcn47qduhlnp0uf6ln38u2kll,A5719FA36F3457BEE39B284A09F56987491FE5577FC7661C68F5DB1265F618AE,296056399
3,withdraw_tokens,transfer,2022-03-12 03:28:14.626000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-03-12 03:00:00.000,0,terra1dha0256a5lkhhg2p309jvypmq3w55z82rjxzyd,7F1A5617288F8F3C6FA83EA12578BFACD57725E9D315C09E5A1363F67FE07706,1776338395
4,withdraw_tokens,transfer,2022-02-11 02:52:32.746000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 02:00:00.000,0,terra1jmcjjexrn0anj2uyhwpxtjpue66c46tpjxl2c2,FD94B05377A8F688D5DDFBE195E29084ACE35FC8456421AA4150148FD486E3B1,2960563993
5,withdraw_tokens,transfer,2022-02-11 05:24:27.081000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 05:00:00.000,0,terra1k5hwkaar9snqzp7xadg536as678hp7ar2n9nah,8170738FB7FB750A06A10143E28DA4C22486E8760BB99E99F50BE6A0497EE575,296056399
6,withdraw_tokens,transfer,2022-02-11 18:45:38.643000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 18:00:00.000,0,terra185k3tqa38cjzmr26zt4c4hce2c9vyh82ngacal,9FC5FE3BD854ADA8CB26EEF99292A809492EF39B5CA4CFB7517B76494AA70E9E,266450759
7,withdraw_tokens,transfer,2022-02-11 14:18:41.775000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 14:00:00.000,0,terra1zt25dsjy43kj5d570jha0hyfr665y8ht7kls3j,CF4924DAA8F0104D94D0485F11C875875F33AAECC352E561E3154894EFB6C83F,118422559
8,withdraw_tokens,transfer,2022-02-11 01:03:03.094000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 01:00:00.000,0,terra19s4v9u3ch8l4x6ezklekj7qykwyehwyjl2g3qm,D057FEBE4D1017F424A4707AC4B87BF0AA5329030251612DEAB7A43FA2155C61,5032958788
9,withdraw_tokens,transfer,2022-02-11 16:27:04.533000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-11 16:00:00.000,0,terra1k32gzqr4fx3v7ucanxklrs5aff8m2hf9nx974g,A758A83F1302E7A87A23EFBCB19F61823431715D1EEC7BDEB5D0263712518443,1153318851
10,withdraw_tokens,transfer,2022-02-14 15:04:59.549000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-14 15:00:00.000,0,terra1u3qq9npc0dwkhhdl75kte7p7vlpmpfu4f0202e,DA51EBBA94FAEC47EE1AED77FD5A32FCCF652A9506D70A185397490547E3B0BA,3845772627
11,withdraw_tokens,transfer,2022-02-14 05:19:56.530000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-14 05:00:00.000,0,terra1j8ghpaj8y0wl67pg732hu85mfvn90lemtekmfc,189046695F4D1FD983D82E83F5D3BC969ED303CA46A2346694C2E9C0818F4EE1,59211279
12,withdraw_tokens,transfer,2022-02-14 16:21:47.473000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-14 16:00:00.000,0,terra1ud0wqn5lrtpve045nnm88pxeaaqzuv3paxs5mm,5106F8822F4DF6D603D7EFDC9E9D52CA65D5D68650CB93CF5FB3147C70E6883B,592112798
13,withdraw_tokens,transfer,2022-02-15 21:41:22.688000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 21:00:00.000,0,terra18xct67xk5jazp85r42s67vvlkfynpad4zj667l,F862966283828732D399FBEE4394781844AC7CD9CE5AF3A923C3CB5D0E0B9447,4409588
14,withdraw_tokens,transfer,2022-02-20 23:51:31.689000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-20 23:00:00.000,0,terra1g332jj0urv0ph5h230gggspnhjt0guv0wnephz,FE7AB028508F4BB32F5760287EDE3C7F7513114CFD98B6B6594628146AA292B5,88816919
15,withdraw_tokens,transfer,2022-02-19 08:49:37.207000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-19 08:00:00.000,0,terra185yd435pyastcqypnug72635ycfp9dl0fcerdz,2C574F3EA58E232AE4C25ADEEC0B0C99FEC3D8AAACB86560E405C29D5D482700,1480281996
16,withdraw_tokens,transfer,2022-02-15 13:36:38.789000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 13:00:00.000,0,terra12jhtplmnpp0ezqk6v97zexkhmwlum69ryr0vz6,729FD6CBF97FA58E42F6284EA09D65E58E059027FD2E29BE6E3A857622CFA48D,2960563993
17,withdraw_tokens,transfer,2022-02-15 10:32:01.365000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 10:00:00.000,0,terra1dyvqx4xxyc0kf02tt7eru04jd6v6dgjcpqw37n,59A7B985848CED3939E88C7750AFA24799BEC43EB22E82146517A1E20CA84110,5299409547
18,withdraw_tokens,transfer,2022-02-15 12:02:11.505000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 12:00:00.000,0,terra187nwx9rzheawd87xpucfwkxrrynvq0rxfetm25,C91D0638E44166C33B0E7DF41CBEEF8B5A78A45ED38C76CFBF6F6C4A019D6014,282421160
19,withdraw_tokens,transfer,2022-02-12 16:18:37.271000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-12 16:00:00.000,0,terra1qdgyfu7jthdh3ec87yg7cmm8wledhfzrtaz2xc,E9E176C3E709E612C52823E6E66E4F24A3D3692A330CE1F7BAED5B40C126945A,2963524557
20,withdraw_tokens,transfer,2022-02-12 00:52:21.934000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-12 00:00:00.000,0,terra1u2p3hsyjxd6072nq8c6ttvumy6telk5t6pqzug,42E3685F313387BB3099288D96AE73BD6DF230E9E84E3FFF22866DF9251B9625,302035305
21,withdraw_tokens,transfer,2022-02-21 23:28:17.179000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-21 23:00:00.000,0,terra109w54lxfpgckth4gq3knral2c8ay49mxjyj7yp,42E11873885319D850A4EACEFC93C3FF977F610B3686045FBD63E04E0DBC7A0C,4441893564
22,withdraw_tokens,transfer,2022-02-15 15:53:38.106000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 15:00:00.000,0,terra185yya4frgtxklhrvfl0e3ndlps9g7dk0le5233,05FDBA2403D33F5FF9D12466CA64A2D99DC9416D48DDA7608130FB53E85CB8D5,1243436877
23,withdraw_tokens,transfer,2022-02-15 01:08:21.542000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-15 01:00:00.000,0,terra1g088474fzp5r8zu8n08875nnvnyv4sdwmsan5w,6F670DDED138DCAA0DC68AFF7B1F5BBCCB1F0724E75A833683E118220AC6B22B,1480281996
24,withdraw_tokens,transfer,2022-02-14 13:36:07.117000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-14 13:00:00.000,0,terra16mqdmvl8ekw7qy0jg3yale5fy3r8n0zqgvyn8a,D2F2550DE945CDA80A4405EF0DAB4D97F12A779447BCF493D2070B0A89881079,355267679
25,withdraw_tokens,transfer,2022-02-10 18:29:17.515000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-10 18:00:00.000,0,terra1g6wyzceew5zwyumq44j7e6u6zz92vd59ee4ltn,DCEA4BC8360626CF23EFAF1C66358BA475E9D29E8126097F5C7806321243878A,269411323
26,withdraw_tokens,transfer,2022-02-18 20:05:20.218000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-18 20:00:00.000,0,terra1qyg0ns3zhg28jc3g7atuckytnn5ndd83c486lv,8924324208539348F2512BE74871CCCC1673663C5691EAD23C49DA9EBE613472,148028199
27,withdraw_tokens,transfer,2022-02-24 11:10:10.925000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-24 11:00:00.000,0,terra1wgmnysn9ptn3c9fw7unk3f5rhwvmsqxqcxre2k,6DFAE2023F16B798232AF698CC4025875015D4AA43D1BCE53A372FF108EDDADC,34600498577
28,withdraw_tokens,transfer,2022-02-23 02:02:42.914000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-23 02:00:00.000,0,terra1slr7f54snw3n2qtpltwa3y4n9xhl7kmwm5khaz,EA5573E6590D8F0C15B11742223A46ACE2B92B667794B9D86E1F409B2A866D66,1480281996
29,withdraw_tokens,transfer,2022-02-27 14:56:43.890000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-27 14:00:00.000,0,terra18rlaphjfmd89apsvsnrf0tk8x99wzkgfw873xh,A8BCFB9E2BFEF51539960638707A4F5930BA0B9B4BE8CB676FF8AAF4A9E0F803,295748500
30,withdraw_tokens,transfer,2022-02-28 00:44:18.989000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-28 00:00:00.000,0,terra1q5j2wljhp3r080zh2jpy7my0merervv23lwyvl,C80C8BBDB970272B08692243CA531E2888880466AA154A231E149AA01348197E,740140998
31,withdraw_tokens,transfer,2022-02-07 02:03:53.115000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 02:00:00.000,0,terra1xl3v5r6cmllc5njc4qz0d3vt4tq09yt3x2x2kl,1FB18D704D321D03B1D6CA2B21F8D77E76C4BCBF104CAC2BB117CEF84C46AAC9,592112798
32,withdraw_tokens,transfer,2022-02-07 13:08:39.621000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 13:00:00.000,0,terra1x9l204dnuykxkcrxsfgn449sjlgnztuepyzeag,1BD3A31904558EBE317FDAF4F34A2DABC63A177EEB05B1D6D3708249B48432C1,88816919797
33,withdraw_tokens,transfer,2022-02-07 16:08:17.377000,1,terra1angxk38zehp0k09m0wqrrxf0r3ces6qjj432l8,2022-02-07 16:00:00.000,0,terra12wqscdgwtavqvn4fjwy4mg527dx5fglyv8hxc2,75A39DD478E5E3C729B4BD4EAB404F6B671B3271EF0F1088A55222012200B9F0,355267679
