,0_action,0_amount,0_contract_address,1_action,1_amount,1_contract_address,2_action,2_amount,2_contract_address,3_action,3_amount,3_contract_address,4_action,4_amount,4_contract_address,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id
1321,provide_liquidity,99.990242,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,1.12,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,10.408477,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 13:39:23.587,1,terra17yuz8x2fwtzdv75n75xwwlgeclnsnhvyfhc5xe,2022-02-15 13:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,1B7BB630C6D165CBD09CA502A29D86F59F439CF9B474D0CC766713DDFBE71517
1322,send,40.978339,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,263.523787,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,6.540676,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,40.978339,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-15 07:30:09.130,1,terra1std9r37a4tc2rrkjux53rzlwq95rassmjv8txr,2022-02-15 07:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,853A65551712A0F0751723AA32EAC6748A5FABE36298A90911B5877F4439BAC2
1323,provide_liquidity,171.174717,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,1.74,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,16.999913,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 07:49:41.038,1,terra1d9z3hq4ryhmqdvy29ega3l8pgvl2c0lpsx28xn,2022-02-15 07:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,1273C7BD82F409BAF5FAD02588A5C5FE033F7EED19791034C7979DC8D3DB6327
1324,provide_liquidity,2844.209974,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,73.682689,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,450.244911,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 14:44:23.818,1,terra1wx60k9z8rd624eku9ftwwq9eslyagphghvwlzg,2022-02-15 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,992DCBA91D373D57B58F0A353CC153C6DD563039E046B04509C1A96BF79C7892
1325,provide_liquidity,519.43,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,12.644971,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,79.727544,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 12:47:51.516,1,terra1y3qx2mut32h465n4j2a0ed5d5r3rl75l2y7kug,2022-02-15 12:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,95FF3DBAC517E44DDC14D39774EC149C41187F7BA5627D9CDE9600D100C1F512
1326,provide_liquidity,48.427894,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1.179999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,7.444934,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 12:49:45.497,1,terra1fnq9p6w2jwxd4x5y9455wkvf6gx6gyz2qm59l7,2022-02-15 12:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,0451466FCB95C5901680C72795A7A04CBC968A51B327722D5C305ED9DE3B469D
1327,provide_liquidity,25.494144,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.649999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,3.997653,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 13:51:58.685,1,terra1jk23nh84ux52p66hqtggemhx3q3edrr9zknrpk,2022-02-15 13:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,DC904CC755A35ED8D09E61654737481FD890AC66C03C63F47C340ECD33106E25
1328,provide_liquidity,66.732328,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,0.68,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,6.628552,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 10:55:23.628,1,terra1uuwu7f7ksce2zlcv4avgyux035wfvpz660hm2r,2022-02-15 10:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,6E59AF55A3AAC5479A97319207A33845F05C3B71C598133B96C8AB4C06E4BF99
1329,provide_liquidity,3650.0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,107.285546,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,610.967504,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 10:06:54.339,1,terra1u6r30yhxg0pccqjmg2mfjnktnth9tlwfm3vj5w,2022-02-15 10:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,81157CC555AC7159CD11C6B197B93A7CFFBE9B26E34C7DD5697D366D6DD9BCC6
1330,provide_liquidity,50.69086,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1.379999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,8.22702,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 16:53:50.467,1,terra1pzf43866y3zdx4qjhzfslqmfnytahdvukm76s8,2022-02-15 16:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,E294D1D235E4ABB4E42A08FAD0638264C4DCEDDD4CC57509E9D0FC8B785D2AEF
1331,provide_liquidity,30.55,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,0.3198959999999999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,3.075136,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 11:18:44.227,1,terra1656uf5fshl3lhq4458mymqwreskmadhqlxnaw7,2022-02-15 11:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,E983330E0C4C077AF2C33CE4035CA89B56436952838DFF38AB75E1240A683462
1332,provide_liquidity,165.032815,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,2.05,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,18.074257,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 18:28:16.169,1,terra1syzaf6pdas7lhkjc54m3wvrgm4an3r7sl99hl2,2022-02-15 18:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,02EEDD382FB30FD95AAB628DB6F7F772E08BB5B25D73BE979E2DE874CB0CF3C9
1333,provide_liquidity,57786.58,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,716.588742,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,6412.592955,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-14 13:43:44.389,1,terra1xzdgdheaa967x79h2zjz0j5hmrhxleq5esncjl,2022-02-14 13:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,B02384A26BCD7819B9B7562A11BACC228688CCA98C0E4ABD5EE7A1A43FD93228
1334,provide_liquidity,1271.727654,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,18.81,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,153.348569,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-14 19:53:30.406,1,terra1v28ektdlz68gtmzswfqhqrmh7av5suafsgpctx,2022-02-14 19:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,B73086CA7274E27D68BFD987EF39AA8B02BFE78B6C018C7BBC11FFACAF3A2468
1335,provide_liquidity,66.294848,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1.0,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,8.043252,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-14 23:07:48.759,1,terra17er7xt02cjv0f308q3rfeeqf7vteus36tzlzwp,2022-02-14 23:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,F69B9BADC21DB701F54D3CF89778A5995EA1E507D2F3ED2036CA22162043726C
1336,provide_liquidity,1469.18,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,21.823258,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,178.564704,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-14 13:27:49.372,1,terra1m659txkt2vt0gsfapr583qpkdmvy0sw5gh32an,2022-02-14 13:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,10523156256AAB8A5F5950580D342D711BBC29C55D4000625FA27AEC17C85330
1337,provide_liquidity,255.076762,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,6.519999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,40.020245,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 14:06:40.440,1,terra1fwg8fap8gjntzdkv5zw6jre2f2t4hldshg5lk4,2022-02-15 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,703B636BC0D6DDA0A9F9716E9A3AD5F5634B01D068230E4E18D5ADED3D9793D6
1338,send,2186.070982,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,12912.104991,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,380.842034,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,2186.070982,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-15 10:06:03.161,1,terra1lct2cklyelga5plzlz73mshxssuyyd29aj36us,2022-02-15 10:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,F085962F57B3FBDD5AB84ADF5E7CA11C8050F70624F0223FC19FDF0B0F024DAE
1339,provide_liquidity,906.8,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,9.872971,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,93.095989,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 11:30:40.784,1,terra18s9096k6gwtm342ckumq4xg7qs6e9zltyqu0md,2022-02-15 11:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,0B282396B77C95EBED50367EFA25E3F0DEE3A3AFC4DDF8AE28172501A513FD6B
1340,provide_liquidity,494.170964,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,12.689999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,77.67103,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 14:21:41.396,1,terra1h50jux57hk3pw8u9psulhd4m063vnxdxam6fva,2022-02-15 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,C3FB4CAA4E726A0C2BE529F3658D110AD4284E4657A6CFDAF253FF3E7D4D4DEE
1341,send,7.96151,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,withdraw_liquidity,79.736439,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer,0.820983,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,7.96151,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,burn,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,2022-02-15 10:50:57.411,1,terra1zq0qcpz7kccvfxgtw2wq9nu6skgxnewqx4u9uy,2022-02-15 10:00:00.000,0,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,F450B5156F6BA90E3FE7AC5A02533728A3FF3F178565D655FBD41DB2D319FEE4
1342,provide_liquidity,1169.53,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,20.945698,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,154.478635,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 05:18:49.330,1,terra1w43merts6dvuaxu3xhyzy04tn4qwwuqkkggyxt,2022-02-15 05:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,49D7EF844EBBF9774ED523EBA883B5BD72E3A3C75487A39656E24AABF799983B
1343,send,102.337682,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,withdraw_liquidity,1079.46355,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer,10.007944,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,102.337682,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,burn,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,2022-02-15 08:52:25.993,1,terra15mkg3y495pngys6gpyezepzvx8lzuca5f8cp6h,2022-02-15 08:00:00.000,0,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,EF1CE0CD9BFE7D60425F343762C3D4200D36004E85B702308481DBB0559315F9
1344,provide_liquidity,1464.65,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,39.441263,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,236.028728,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 16:00:58.986,1,terra1dve8zlfxlwajnw4gxkd5540mr95wxjm3eeckep,2022-02-15 16:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,63C6F0318F456B91C2A76BB2EFE1D79E0F8BC9EA6374FDC1C3DDA4DDCB5E829A
1345,provide_liquidity,1283.140364,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,12.94,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,126.806183,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 10:13:50.420,1,terra14l0qc06p9mdy8x7qm7th8f8ttvejdswxfg48v5,2022-02-15 10:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,81EEB21B85FB2EF744B42F9F0AD022A137A820A9DD85EF9BFC5BDF2FF47097CF
1346,provide_liquidity,148.354833,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2.499999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,19.029213,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 04:23:37.422,1,terra1u376xnnv5gg0j5s9lp2v6ecrh0ranr32wma806,2022-02-15 04:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,EA47D8016783090BB492D5908701B57B3901337C4BE1B60848855C376ADB0993
1347,provide_liquidity,1205.60673,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,16.82,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,140.50258,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 02:46:28.411,1,terra1v28ektdlz68gtmzswfqhqrmh7av5suafsgpctx,2022-02-15 02:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,025C800B9324D391F9975120EA984953E7C95805066A05C16926607455942B07
1348,provide_liquidity,1520.23,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,38.204112,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,236.937627,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 21:46:55.383,1,terra1u0mxu53gva4tnp53rgeve7c8r7qct76c476yxl,2022-02-15 21:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,4DF07549B47C8984978922605C669988A7E158738D0153F959A300B7F9EE8311
1349,provide_liquidity,9061.947634,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,99.999999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,936.446869,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 12:50:32.418,1,terra1mdmks7fnnzzzpfnm2gypddsymvzjn7qldsxjtv,2022-02-15 12:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,670AE4FF345E401158F86CD6959BD3DEA2F36E5DC6780AFF7874974FB7FD2993
1350,send,123.860793,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,924.956318,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,16.992586,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,123.860793,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-15 05:26:05.486,1,terra1hg49ccz3j7t0c0yzg4vfwdsfkpjrjgccjch42y,2022-02-15 05:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,41D8C2DF7CF7B7C245CA337A099E63BA86E3BC32B6B80331221EFEE0501CD3AC
1351,send,75.964197,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,withdraw_liquidity,672.795057,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer,8.884936,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,75.964197,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,burn,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,2022-02-15 21:47:01.553,1,terra13hes8rnnv7mkfv809md0flnyt0erhv0rzrxw5r,2022-02-15 21:00:00.000,0,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,5C6C47C0C3061BC724CA0C5E17D790B589BC38C0F51A2DF446776B183B3F8F86
1352,provide_liquidity,262.842143,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,3.2,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,28.581805,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 06:21:57.792,1,terra1vd6we6htdfx5mv9lg9vvy02ng4eptg6jnhpyll,2022-02-15 06:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,AC3FB9125A3C5E3FB83C0BC365E3F2764BA28E7C016AA8F0777F09A7796A0B24
1353,send,1535.377634,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,9873.39175,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,246.972709,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,1535.377634,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-15 20:12:36.395,1,terra1dnnj0hy4wqtnhulzj69ld2ua8jah0eques3pvg,2022-02-15 20:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,77AED28D34BD6E48564D566BE067B7A55641F99E55E57E12A829340C524DB749
1354,provide_liquidity,2299.369961,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,26.37946,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,242.230659,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 13:44:12.334,1,terra1f7ps6nj2l0cx2q9akz2ck7pzl8x9sjx0at59jp,2022-02-15 13:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,E0B9BE2D07AC1BEF2C809C964F2C73EBDEB185D62D73FB0BAEFBFE7A7174432E
1355,provide_liquidity,953.67,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,10.323124,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,97.767239,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 06:47:29.062,1,terra159ccjgj0a9eymdm72dwh0eu3r79lht386n8uay,2022-02-15 06:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,4102E60ECE65411FD3385073D07C2FAD152290E4016B9A9FA8D93FCFAE0D5137
1356,provide_liquidity,343.470974,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,5.0,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,40.905993,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 00:30:25.301,1,terra19vnr3zsz8d4s097q6cqealcnnkzm8cpyy2kgeu,2022-02-15 00:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,C26F86FADF4FF34047DB8ABE05B972B32B4B3BE3A69F3C1D1F55AE3E86AB75CA
1357,provide_liquidity,1111.395891,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,29.08,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,175.857425,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-15 11:19:24.653,1,terra1nywpw9eafmzuamat8zy2k5a2qcamagcvpv2f34,2022-02-15 11:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,01C4D418063B451578FC81A382EA237B9767118AA138849E406704ED5E61E56A
1358,send,7900.619143,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,63332.289062,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,1008.723101,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,7900.619143,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-15 03:04:31.035,1,terra1yl7qvczdn7d784z8w6gpkqzg2szglgzk0vs0ae,2022-02-15 03:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,5594AEA4394AE4A381E468E2CCEA69E8D7A276EA134D3FCC969B67ECA8CD5C3A
1359,send,252.509915,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,withdraw_liquidity,2354.521644,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer,28.009046,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,252.509915,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,burn,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,2022-02-15 15:07:59.170,1,terra1z7h3uvq8nnvuqhj6naa039kexkrkudmpndecqj,2022-02-15 15:00:00.000,0,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,787AA5418D476815F64FAD13A365B30574FDF8C4AAA3F00ACE3827013C01FF08
1360,provide_liquidity,410.898824,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,5.0,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,44.554704,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-15 15:40:11.079,1,terra1tp5hhvqlrv8mpe3tpacd6fwqtnmaz5jccumm0s,2022-02-15 15:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,E1C6224C4F5AE44E58ECD277B4C4C0EB19CFBAF315EF4C801144D92667F1FEA3
