,0_action,0_amount,0_contract_address,1_action,1_amount,1_contract_address,2_action,2_amount,2_contract_address,3_action,3_amount,3_contract_address,4_action,4_amount,4_contract_address,block_timestamp,event_index,from_,hr,msg_index,to_,tx_id
3174,provide_liquidity,57.401702,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1.7000000000000002,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,9.601231,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-13 20:11:26.781,1,terra1q4upvkh9rlcasa7ats26wuthp3d4477eqlw6vq,2022-03-13 20:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,2F85F85D5BDC316D0AD0EE4334303806846033C0EA14977339F2DCB88A5B7690
3175,provide_liquidity,190.122,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,1.41999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,15.929777,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-03-13 20:54:12.195,1,terra1z7g9c9qpxyk098s05t5gkc0ffajzr3azltff8r,2022-03-13 20:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,DBF23FDAD76BDB5EF538380F92CC2F3EB3B27FE8E1EF9E492FD856E39E937D2C
3176,send,361.384274,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,2162.247742,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,63.937217,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,361.384274,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-03-13 20:26:01.754,1,terra167g0jngnqlc30e3nv9yx6t8yzdgjz8qkfpx2ry,2022-03-13 20:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,ED7606B13EE94E27AD46536707ABBA697E704FB2E11D0DE4F8B957E456D8B72B
3177,provide_liquidity,89.87,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2.641577,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,14.97526,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-13 21:18:26.633,1,terra1mrp9d68ha2h0wjzy0hcxsjugmj6rjwfq08d93v,2022-03-13 21:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,CE86B68F72A9B0EE77E1D3E46FF148C427F7B9CB18D82BA6A6B992F1A5E93FE5
3178,provide_liquidity,122.63,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer_from,0.779786,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,9.567544,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,mint,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,,,,2022-02-25 07:44:43.365,1,terra19ktnppmy5a5330vnudckyj7q90s25tyzx35egk,2022-02-25 07:00:00.000,2,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,790925688BB3F8F03E0582F6E559F67FF33FD35CE1C109611867DFBE8B71807D
3179,provide_liquidity,1904.699983,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,47.2914,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,293.7578,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-25 17:17:47.889,1,terra1yfgqltvwpmwwphnrp99rz2ythlj8555gcg7qsy,2022-02-25 17:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,699E67CF0FE6AA3F54DF9DC6437C92D0F74D7DEA990352454B7DADBE87F9EBC4
3180,send,1443.653256,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,withdraw_liquidity,15394.215021,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,transfer,140.785272,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,1443.653256,terra17wkadg0tah554r35x6wvff0y5s7ve8npcjfuhz,burn,,terra1argcazqn3ukpyp0vmldxnf9qymnm6vfjaar94g,2022-02-18 08:03:49.793,1,terra1062akfufxpgrz4jrmnhavtpctw6x7ae9zu96h4,2022-02-18 08:00:00.000,0,terra1kqc65n5060rtvcgcktsxycdt2a4r67q2zlvhce,A9769623CBD13F87CC8B0CB98242E61C0F33E5652393B4709432AC3E1F5176EC
3181,send,154.472413,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,993.622529,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,24.943598,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,154.472413,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-18 14:23:03.697,1,terra15ja3a984247n09xcjtw20r2e2ymn7c9rdhd0fx,2022-02-18 14:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,B49DAFFAB48739D80E1ED8753F4AF8BAB80CE46D424E780545E931FB937D378D
3182,provide_liquidity,15.14,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.365585,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,2.307887,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-18 20:22:27.534,1,terra1wpj6hls5maw9xawjqydp32fl6caryrkypsr6sw,2022-02-18 20:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,3DF314E0F50CAF7FFEBB8623174ECE05F4201912FB7D712EBD5312731251B2FF
3183,provide_liquidity,622.129991,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,14.957611,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,94.660626,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-18 07:39:26.836,1,terra1kypknp4fxhj2t754w3hcd3dxtdkz86jxqapymk,2022-02-18 07:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,7FCD8045D56B8C11910B94BE06CBDDF50B63784D567B873C382A696876B37EB1
3184,provide_liquidity,565.325738,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,14.29,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,87.993174,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-24 18:01:05.786,1,terra1kxpwcvjvns4kn6v785myt4r9u8y4dwghjnps27,2022-02-24 18:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,B1F588E1B7C66108FA89DB495EB30661C3DFE58FE3C035187A4028410BA511D4
3185,send,565.002229,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,3658.217887,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,91.041298,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,565.002229,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-24 15:04:18.317,1,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,2022-02-24 15:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,6B6BFD115916676C4DE99EFB09EAB72562270EAA24412676D042117465FDA53D
3186,provide_liquidity,268.55,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,6.730347,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,41.623175,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-24 14:29:58.127,1,terra16jpuqvddjm8dezapp0cz2scatct489l9upuqdz,2022-02-24 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,A3EBD1A1DCDDAD60FC68BCF7162F8CC9CB14C66641FAEE91F0E0C19DCC2AB106
3187,provide_liquidity,75141.981967,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1908.885945,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,11727.061909,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-24 05:53:50.976,1,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,2022-02-24 05:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,7E007ADCDEC5ECE667D84712DED4FD8639108F23B95090E73CD0C052C0BBA22C
3188,provide_liquidity,5323.329971,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,133.436437,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,825.150122,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-24 14:20:37.451,1,terra1v7j6p0y0gfjxz4fc4wwdy965y66jf5a0k5y7dn,2022-02-24 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,949ED435AC4FDF3F6A99C21185BC36269C8E60CDFCAFFC74991A2D95A2458846
3189,send,3.994822,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,24.957564,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,0.6668900000000001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,3.994822,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-24 03:44:50.399,1,terra1748usx00fnjy3zcx9gl2935ltrgwvvzvr2a3r4,2022-02-24 03:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,B7374A39CC8F4660C218D742F585689A1FDFC36948C974BF54D1032F2E600F9E
3190,send,201.590756,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,1318.094278,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,32.172863,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,201.590756,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-02-24 23:28:41.973,1,terra1hfdjtp94zq4n23darzd8ndch55vr8qys5dsgql,2022-02-24 23:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,7B65E4CE2C2A1FBE6896A8EDF70C3F0317D97CE28C494F40928563D06E31F7B0
3191,provide_liquidity,27797.097344,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,703.3902,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,4328.965647,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-02-24 16:27:59.808,1,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,2022-02-24 16:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,E48EC8901F545DD0013F9A8EAD4DB47F00D8F88D6075E982C2AC2D4C48E5DAB6
3192,send,210.588247,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,withdraw_liquidity,1266.566617,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer,37.065293,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer,210.588247,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,burn,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,2022-03-13 20:58:03.506,1,terra1ah69mjgpm8mv9ny0vc6gluwugsgps2lvynae7c,2022-03-13 20:00:00.000,0,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,A3103A3899ECA72528271462C83F75CAB46D5142437CF46122994DBDEEA992A8
3193,provide_liquidity,0.002,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,4.7e-05,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000298,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 14:08:11.219,1,terra148awzgzdptzzsltcel2k92jm3pel5k077x28va,2022-03-03 14:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,DFB54DD159FA2F24FCF8DC173B9A0F52730FA12FDA1B0023D3070AD44D17AC95
3194,provide_liquidity,0.02,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.00049,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.0030559999999999,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 16:43:12.111,1,terra178upr6n2mvwq3qzdg6nf65ptnusvzksrzdwk89,2022-03-03 16:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,90995270142DA32CF5B7DE453D70D69951328B084EE1388245C4BA41C34389B1
3195,provide_liquidity,9e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.3e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 06:35:03.418,1,terra1hu0u4vk0yv7svqg4rzn3hecvsrys4mw5z2l2wc,2022-03-03 06:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,C5DE9FD1B8ADDDFA6DF91644E2E7B4C6525B55D5C1BF838D423DCAC669F81EF4
3196,provide_liquidity,0.2161219999999999,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.005,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.032111,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 13:00:12.701,1,terra1jdn97c544daaly32sdgjqw24sleqhrkj37twff,2022-03-03 13:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,84288BABBB3573B8BEDC103A02B036A4DDAD734595A15C9616C46C1DACB6BB88
3197,provide_liquidity,0.0428879999999999,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.006397,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 13:26:17.190,1,terra1l9elydzdf7k4fg8gktnv3d4z75fc2w82zzpcgz,2022-03-03 13:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,389A251089BE74E3DEBB48F767A1EA3A5B0435836548548277A499B340F4E4FA
3198,provide_liquidity,0.03,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.000707,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.004497,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 15:09:23.726,1,terra184u9stmz92gfq0rprm9t8v7s533le2fapnxce8,2022-03-03 15:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,0BBC575ABDECCA03084F948B0B23843C6F68144A7D5C766DE31B4BB886788EA2
3199,provide_liquidity,0.004379,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.0001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000646,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 11:00:57.499,1,terra1daqyxqxgx9jmkl2jcr5xxva8cgs8dzwndkrazd,2022-03-03 11:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,8CE8B789018B9A5580883E45FFCA98D60E45EBCF8C94D103E124C44B3C537DF8
3200,provide_liquidity,0.004255,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.0001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000637,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 13:41:45.786,1,terra1wf4fnjat23gk9ll6cfm3set650p22897keauny,2022-03-03 13:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,FB54AC1FF48D5EA61D6FCF89F0C06365A55622C433D5D620985E870420CA5463
3201,provide_liquidity,0.004421,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.0001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000649,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 10:38:44.226,1,terra1lwzwk0mayqpskuzpy5q8mquu5r3l40tesx9rmt,2022-03-03 10:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,42DBA9EC13C8CD3B7402602A06F61F8E5022F03C4CBA19EDD29695BD00A3DE70
3202,provide_liquidity,9e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.3e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 06:00:26.340,1,terra1jkrutcmgyk3h6je3tv8eqgl4tv8vjlvww03zck,2022-03-03 06:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,4F755870CC151BD316DED53BC498B6A69DCFE493CB59F135423CD370950B395C
3203,provide_liquidity,9.1e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.3e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 03:40:49.515,1,terra1x052vdrj5esurmljcc3zqxz7q047xnraj4q7gw,2022-03-03 03:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,07C12A36B7D08E10283AFF56D0E15EFA65E4C7D2385D258782022A8FAB1C787F
3204,provide_liquidity,8.599999999999999e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.2e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 11:51:24.790,1,terra1la4zssgmvccccu8qlgsj07h5fd8spqvrtw0tu7,2022-03-03 11:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,E8277EB30229425ADD76712EB202734A04B42B07DED1B0431FE8B16B1DC376B9
3205,provide_liquidity,0.0004579999999999,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,1e-05,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,6.599999999999999e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 07:55:50.007,1,terra15lxqmaq659qs9wq4g2c0a2zm0zw39zcc7ugl6g,2022-03-03 07:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,6913D8C702EAD6EE041C7B66165F404C559F5D654047DCC5BD778A3758DF052B
3206,provide_liquidity,0.0045449999999999,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.0001,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000658,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 05:56:19.404,1,terra16xmv7z2537sg0hva0tmadjp4yyhhcuajec6mt0,2022-03-03 05:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,038DE4756A550FA69F064D03BC4882C96DEAA69CDA7C0B354EA77F7F7D50B077
3207,provide_liquidity,0.05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.0011309999999999,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.0073329999999999,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 10:52:53.656,1,terra10tctz8h6h0kwals8xu9sp4f3t7d6y4g6g2487d,2022-03-03 10:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,EDD3684908FFD5E83B3C5424A5E748FA50B0C72A3638A8245A0A4C3073954954
3208,provide_liquidity,0.002,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,4.7e-05,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000299,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 15:06:42.099,1,terra1gnycknwsnnxnvran3namr4c0v5pduq0jwpzx7y,2022-03-03 15:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,2EF3F4618E99290A26F45DBC4449D4CC98385AE99F9DFC5CD69E416229A2CAA3
3209,provide_liquidity,0.004712,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.000101,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.000673,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 00:56:26.189,1,terra1j20lkm7y9gf5ctmveksmxg69fzanja8042lqw6,2022-03-03 00:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,0684741F918E47361A4123B32CF7CB2360D1B391C80E330059FB63E2F38D7F27
3210,provide_liquidity,9.2e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.3e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 06:51:14.212,1,terra1gsv473cgypt76vmfcj7y3v69r7xhj6rvr08ws5,2022-03-03 06:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,5DCB56955F07E9E8BB0BCB57F80E4B59DF8486D38F09B5C30B7CB9F1D57C5531
3211,provide_liquidity,0.03,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,0.000736,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,0.004586,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 15:31:19.374,1,terra1ms4rzcu20zjnmt56mvalwxg55mmgv3dp9t7ffp,2022-03-03 15:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,870D6DEDF634EBEAA73C3D7418B63527DB52563525E3C04AE84B8254A3A352B0
3212,provide_liquidity,8.7e-05,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,transfer_from,2e-06,terra1dh9478k2qvqhqeajhn75a2a7dsnf74y5ukregw,transfer_from,1.2e-05,terra1tlgelulz9pdkhls6uglfn5lmxarx7f2gxtdzh2,mint,,terra1rjm3ca2xh2cfm6l6nsnvs6dqzed0lgzdydy7wf,,,,2022-03-03 11:43:08.715,1,terra1mv4sw49jldek34d4hh52j3dtxugyhl3j7qmaez,2022-03-03 11:00:00.000,2,terra1persuahr6f8fm6nyup0xjc7aveaur89nwgs5vs,5B35F6F9B0B2DEC9B8BF5E47C3878077F9809895E4AD9A906DB744472D127552
