,ask_asset,block_timestamp,event_index,from_,msg_index,offer_amount,offer_asset,price,return_amount,sender,to_,tx_id
0,,2022-02-20 09:37:44.271,3,,0,,,,,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,A577CF526E5D52DB324A4914E50345369D8400CBDCA359CB95DDAA972442BB43
1,PRISM,2022-02-20 06:44:37.241,1,,0,309.3,xPRISM,1.026657015,301.269066,terra1nqdzxdn9nswy2ak3r82eudc4uh3fzx87jg2uhs,,C152C609E3870BFF89E419067AFFC4DD47B3D2C4A90BBEAD1E6D21A10385529F
2,,2022-02-20 07:11:10.307,3,,0,,,,,terra1gpqalumaqz97h0nqyqtxf85cwte37l6hps03mt,,6DCC8DE2948B5942DBCB5F7CE40B3D88927E14BC2E962FA8ECBAB1AB84FF5ACE
3,PRISM,2022-02-20 06:42:27.207,1,,0,18105.738733,xPRISM,1.024156291,17678.687227,terra1ptcd8vrek370fx6quef05am0n0839a2w7w279q,,6BC45A2B96C347202299339FC02A2B48ECB277C4974282D0455515DD0D26C3C3
4,xPRISM,2022-02-20 05:59:11.333,1,,0,1950.426836,PRISM,0.9865588452,1976.999999,terra1fepcd7cj4g77gv28vvm6nfhqc97nqgsd5qpyqn,,B088BBD3C7722C19525EC9DC6370C95B8FABAC6BF59528DA74A69B59B1F56F8D
5,,2022-02-20 05:57:58.520,3,,0,,,,,terra1fepcd7cj4g77gv28vvm6nfhqc97nqgsd5qpyqn,,C67DE7E3617A81FDAD637447F5EAE54056D1A9C6D76AD566CF3AEB71DABC9146
6,UST,2022-02-20 06:13:00.386,3,terra1e2vasvyn96nfmxr4mz8wy88nxxq49lw4ww66jh,0,1368.785063,PRISM,3.087423307,443.342207,terra1e2vasvyn96nfmxr4mz8wy88nxxq49lw4ww66jh,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,297293F94FFEB762727412C22064BEFBBC39210ECDBE5F9B33AD01C1754B2B0F
7,UST,2022-02-20 06:13:00.386,3,terra1e2vasvyn96nfmxr4mz8wy88nxxq49lw4ww66jh,0,1368.785063,PRISM,3.087423307,443.342207,,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,297293F94FFEB762727412C22064BEFBBC39210ECDBE5F9B33AD01C1754B2B0F
8,UST,2022-02-20 05:48:36.968,3,terra1jnl320gtknwhy8h8hur867vyx4rdrlafn0g9xr,0,1353.629291,PRISM,3.029051572,446.88222,terra1jnl320gtknwhy8h8hur867vyx4rdrlafn0g9xr,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,F4AD3952B1BDF7A1A30845957B46747B9EB4ECAA10D0ECA308BE12348B89309C
9,PRISM,2022-02-20 04:03:39.833,1,,3,2.017871,yLUNA,0.009467166875999999,213.144125,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,4B01E2FEF2722549CD9CC78E8AB26E71A3CDC1366DED2A321A2B5B4BE37DFCFA
10,,2022-02-20 05:13:09.566,3,,0,,,,,terra1rj627ddw7209q3p6r5l8n98we2nsymm658t5lf,,05C441AA02985D6C48ABB92022CE18DB44A67F5C63CE95F4F81344D40696AF0B
11,UST,2022-02-20 03:53:53.479,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.579729,PRISM,2.895707871,100.003088,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,3CEEF342FEE5848F3D7E8EF71B1243CEFE2A63F7B5AD8F37FEACC853D940A221
12,PRISM,2022-02-20 05:37:19.229,1,,0,4.00669,pLUNA,0.02665071535,150.340805,terra1w5sn94zt0l9mgr0pwj2de4t7wn4w3mmp6hln6k,,6A787D6E1C492A44DE4B4612EC0AD637278672FA2D5500B43AF29E49812557C1
13,,2022-02-20 05:06:03.200,3,,0,,,,,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,A2350259C1403C7FCDE1237A7C2A3C602895D702A26E8431800860827F6B4F08
14,UST,2022-02-20 04:51:10.385,3,terra1vrdzz8gdgsqtpxk4ah0ata0uwcwd9dxad5h5p5,0,21.19381,PRISM,2.934950262,7.221182,terra1vrdzz8gdgsqtpxk4ah0ata0uwcwd9dxad5h5p5,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,855978C135E11501831C3A1D893FEEE08AFEDA8145A23FF18301EC18724317C6
15,UST,2022-02-20 05:56:00.573,3,terra10pa0qv7mrqst053zhv9hxxt9mwhmr45ggguygs,0,129000.0,PRISM,3.068924009,42034.276388,terra10pa0qv7mrqst053zhv9hxxt9mwhmr45ggguygs,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,EB27712ED3F20A1ADD86D273EB3D27C0D4085812694DAE3A6EF7BFF5D6EFCDF8
16,PRISM,2022-02-20 05:46:47.392,1,,0,1.4,pLUNA,0.026674264509999997,52.485046,terra1xs6zz4fh2skz2e3n0uns2l2e5rhyrafp4j36rz,,FCE72783A261248257ABCDBCAAC7B859F80E1F9CB65777BF8383CCCCE01EA1E3
17,pLUNA,2022-02-20 01:09:54.247,1,,1,1089.005106,PRISM,37.972482109,28.678797,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,BB59AB486F22D4C926D7EE503FE39026544D220B43FE04D0B21424318FEBE7BE
18,,2022-02-20 00:55:06.186,1,,0,,,,,terra13k5qnr0u72d9ap3kzcp86v9xyuxe0dsst953hz,,5B25021A7582C05477D676949609BDDABE4325ED6B6726F6A7DC54C119A4DADE
19,UST,2022-02-20 00:42:17.304,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,289.606924,PRISM,2.895286644,100.02703,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,D48F77A9798FECB27BF5F0F1A8E50CC65B92C56229A1A0707A573C3D9A0EACCC
20,xPRISM,2022-02-19 21:06:32.913,1,,0,1000.0,PRISM,0.9772216331,1023.309315,terra1a6d7wux79m5n6v5a9sp8xltlcjtyuhs2veh5vn,,AA8AEC836106457E74670A7F697701B7FB03C6A17E5F0EE39AE94A8237CC1084
21,,2022-02-19 21:34:15.870,3,,0,,,,,terra1prgruhe7ygq0y0cc5surcpkv2tugdernxr6rfr,,E7849867F8F6FBB5721FF182B6329D4491E7030925E1BCDF1A979ABA698CB3B5
22,,2022-02-19 20:56:09.451,3,,0,,,,,terra1csfa9jlrvl6x28hwpyqk8wzlt684pstmtrfz2c,,948DB6A93E0D1031731148EE4254E3D42CE8D8626F7B8D9B6FD4DA754C781B35
23,,2022-02-19 20:51:20.527,3,,0,,,,,terra12u8zm4cwveyk0wer0y2n7qkqkep2lv44ruzx4r,,7EA389C526DDADE6687B15D30E016B771E797DC4DE2D5403F1F324EE8102EAA7
24,UST,2022-02-19 21:48:36.233,3,terra106u4crjpmdv94apxyfshcknqyxh49a8halgt6z,0,6881.25169,PRISM,3.026725261,2273.497294,terra106u4crjpmdv94apxyfshcknqyxh49a8halgt6z,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,09CB37D19469D791573A8EED4C1A5C7318745337389EC112012B05C3FFB34A2B
25,,2022-02-19 22:25:52.878,3,,0,,,,,terra17ftrt72ah2e6es4ww547gngusuqjmps44w4fv5,,CAE1C2C22153A364351A1CE245116E086CD046B90FAA8DFA26AE6BE1DF6D49DD
26,,2022-02-19 22:27:28.047,3,,0,,,,,terra17ftrt72ah2e6es4ww547gngusuqjmps44w4fv5,,2C85F04AE32BC4180873ECCDDC862986F8A2AB0008CBDCF7CD50753EE1D357A6
27,,2022-02-19 22:25:19.889,3,,0,,,,,terra17ftrt72ah2e6es4ww547gngusuqjmps44w4fv5,,19D0C2D470DD38684F497A83633FFACBD3D1612441389D3EF012A2F70B891CA6
28,xPRISM,2022-02-19 21:58:44.259,1,,0,2223.684496,PRISM,0.9794418786,2270.358808,terra1v9gf2u67hcpkx0gj8f7venm6u6299gu5jplkh4,,3B16779D9C3398327698E06B2BACED621A891FF337C34573968B5011E24B2CB4
29,,2022-02-19 22:25:19.889,1,,0,,,,,terra1nsm35lrja0rcgegn30m2etv6u6sdzuey7ppqzx,,07D66473DF64E9B340583CA14C3DE385B0C3FCEB44BD8C116D93E2363C53CCAC
30,xPRISM,2022-02-19 22:06:25.607,1,,0,550.0,PRISM,0.9798410181,561.31555,terra1emnt8uh8zktj2ez8vcaeu8umzzfhvsuj2nenkp,,317F772B93111131F8323CF771FC959C4395FDA1336D014146AC8EFE18A8D0C0
31,,2022-02-19 22:24:54.820,1,,0,,,,,terra1nsm35lrja0rcgegn30m2etv6u6sdzuey7ppqzx,,14207DD99D732932E662F64FB496BB95C04753C508CA2E29D86AB45DA11AA2CE
32,,2022-02-19 22:43:51.022,3,,0,,,,,terra1vl6jvt2dum9hx5vvxwl42ug3mwqj9juhnzwl9d,,CEA15E3C409211A030F7BA635953BBCFE84A8AB7A807142AF140E2C2E1FE39DF
33,,2022-02-19 22:34:45.091,3,,0,,,,,terra1zqqpmepqxkjgl8fq5d5uemn0tlc5dqm8e9px7a,,5C7B4F373BFF6DD888513BAD67C6BDA22877536A38863AEEE8CE7F6DEFD58C4D
34,,2022-02-19 23:07:31.060,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,1617967E28453532B5ECEE2E0C192B9407F837A0542BBE971FEBF87B462588F3
35,,2022-02-19 22:34:12.600,1,,0,,,,,terra1wfzh8jdazpkt2f4nfazgkt8mxzmzgcvv4e8q00,,8FC227289237A1F4FD1C2BA00347DB6FA125F38DB2B94F62D5D888AB14A62EA0
36,PRISM,2022-02-19 22:28:25.786,3,,0,1.326782,LUNA,0.006644741327,199.673988,terra1acwp9dl98uy22zegysvjsdl09mc5d72mmh3euz,,FBC47908A766AC56A878118953743955981C24A432235B9BBA9DF59143F6C58A
37,pLUNA,2022-02-19 22:43:51.022,1,,1,1695.531497,PRISM,38.287821585,44.283833,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,8A8250533363DEF2304AE26B95A5FFA36FE099C21771750BCC6BA5F041924A2B
38,UST,2022-02-19 23:35:50.037,3,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,2,16935.612123,PRISM,2.811489549,6023.715126,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,12FC5C7745A0DF2F2BD7DF7253F035F0FFE9A1956C8E50981BC4E3158078C457
39,UST,2022-02-19 23:37:36.040,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,286.10234,PRISM,2.859354452,100.058368,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,98E0CFA2F67AB98A1CEF52BE8C0C134D070689E33107B40499A59ABF985804D5
40,yLUNA,2022-02-19 22:34:18.824,1,,1,3843.026564,PRISM,109.220771709,35.185858,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,C3650C4253A9B4EDC07D1ADC39F61147E840EACADCC85788CBDDF2C69DF1DA56
41,UST,2022-02-19 23:11:24.821,3,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,1,133.447255,PRISM,3.053877503,43.697645,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,D2A464A7F15427788135502FA94244C590FD1A020DC181784AE5CDAC864885EA
42,,2022-02-19 22:43:57.990,3,,0,,,,,terra1zkvunk6uxcgfxanj044e6t6sd6q5v7m7zyn5l6,,7E31527333D037EF6D8F016868988B0C57D1CAB6350CE774EA0B115C88E55ADD
43,,2022-02-19 23:22:14.993,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,FC8B9E65FB02921964F468C9A5E53F007DF607A2B541DC885780D9CD50628AEA
44,,2022-02-19 23:20:15.288,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,BEEFD0B87D1A3D3E90C8F87DE088D8542D31A226E09975469979D7D1E765FAC9
45,,2022-02-19 22:37:00.176,3,,0,,,,,terra1x63hzg6zjnpcqm6kg8czkh69ensu69u3ycaew6,,BDA84381B2C29ED0B36CD07F99CF0B36E607C6FF94C93DE50BF63F56E9E75EFE
46,PRISM,2022-02-19 23:46:47.491,3,,1,1.98433,LUNA,0.00691865354,286.808696,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,72221CF9C40E3D7556D371E5017DA80179535D6EE6E8F69AEBB85C79CD322202
47,,2022-02-19 23:29:08.061,3,,0,,,,,terra1vmdzwhmxctyw3jvq688gek4jj27wlyz4da7uzp,,472E4CF9B4B91D3A3DC2CF722E6D8B9FDD4472C08F59F3E072E1C910210E5DC9
48,UST,2022-02-19 23:37:15.531,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,286.122957,PRISM,2.858919934,100.080787,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,8F576CD36D8E8E3A9739AADCEE3CE97762A09D6372E17DE0A7FBA5C65825BD67
49,,2022-02-19 23:22:42.002,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,DB00C57A03356D452372B5BC6807D13A2E36A39720CF6E9F528FE6A0FF1C87F3
50,pLUNA,2022-02-19 22:33:52.043,1,,1,4263.188393,PRISM,37.951405751,112.332819,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,B6E5D62E397219DDBC588D7E55210F0B9D52D4807B17E2FAB36196B4EEF02A71
51,,2022-02-19 22:37:06.581,3,,0,,,,,terra167yajzyme0hhqrnylcuz0vwx6azgsjm2h4ch58,,A79AF0C2D974BC09DD2B135FEB09989FCF4631A63EB48BFB3C43E5C75F5A99C8
52,,2022-02-19 23:35:24.926,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,24A0CAEC2AE679124B915724C22C163374A93BB4FD88CC13ADBAE5186147D7DD
53,yLUNA,2022-02-19 22:34:32.200,1,,1,3885.988916,PRISM,109.476947627,35.495956,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,5FB46ADA7DED6BFE84D63824BB4357FB7D108928B7F3F26DD8834DE1F141E678
54,PRISM,2022-02-19 23:37:23.018,3,,1,1.97539,LUNA,0.006902620493,286.17972,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,8852C87800F905197FBFA0E422205B1ABD474DA00551775B9DF5FD4C9B427E82
55,,2022-02-19 23:35:37.349,3,,0,,,,,terra12v0hu2fqfc8nw3hzu5zj2n37avj6xwj2v2qdqk,,D29DD54ABB9E22AFF7BFAF061E0B9E0CE02BE88FFC7E6CCA16FFC8D62C520C0D
56,,2022-02-19 23:14:25.652,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,F93A1CCDA58E86A5073ECA4C78112E952F626B653DB51313D9B22D240A6AF100
57,,2022-02-19 22:36:15.436,3,,0,,,,,terra1zkvunk6uxcgfxanj044e6t6sd6q5v7m7zyn5l6,,F8D088800D7925D2B569C4C3CD8B1DC8FE382245AD29DDB59ED0D1CD5774FFF3
58,PRISM,2022-02-19 23:14:58.374,3,,0,0.40468099999999996,LUNA,0.006613103515,61.19381,terra1vrdzz8gdgsqtpxk4ah0ata0uwcwd9dxad5h5p5,,E8DA4BA1B630A98977BAF840E7E8CDC1A2F007EF2A2B9CF8BC772E336056C8E3
59,,2022-02-19 23:30:51.017,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,A67B57CF68C9BE052A9B3665898EFE6E8940A8179EAB7C58D0535CD5777D9AB1
60,PRISM,2022-02-19 23:38:28.011,3,,0,4.838737,LUNA,0.006905595386,700.698018,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,,C3CE93E5F573DF58BC1C515EC4D58E83B55A3F274FD129C64841803CA27CB43D
61,,2022-02-19 23:12:22.310,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,272740149E5A5EBD9A140A99D70D79CCCFF0B10A475B4D590EC0FF63AE874351
62,PRISM,2022-02-19 23:37:09.327,3,,1,1.975398,LUNA,0.006903082659,286.161719,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,D0E2A61C5A32A1D01C400BD96CEAE69D8D2E1F4D237AA37793557F01F266EAB7
63,,2022-02-19 23:32:15.814,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,12AD966B8594DBEB5B73DA9C5472DBBFCA58A5699D6356A063358636E3247E35
64,,2022-02-19 23:01:49.473,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,F6ABEEF248B6ED730C11B2A7AFBBE4218F376C628810AB4E08DA54A47C4427A0
65,,2022-02-19 23:05:39.073,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,4E7830087BD81D228CA067CA6C515C137F648F1D68B762F226777A40DEBACEB6
66,UST,2022-02-19 23:38:28.011,3,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,1,700.698018,PRISM,2.861912733,244.835564,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,C3CE93E5F573DF58BC1C515EC4D58E83B55A3F274FD129C64841803CA27CB43D
67,PRISM,2022-02-19 23:37:36.040,3,,1,1.975381,LUNA,0.006904455937,286.10234,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,98E0CFA2F67AB98A1CEF52BE8C0C134D070689E33107B40499A59ABF985804D5
68,,2022-02-19 22:32:15.811,1,,0,,,,,terra102xrq94nyp8yh2u23c54lvdx82z6dqyedrfduf,,686D6DF374B754C4438F3768DF3812D438C9B20BA4968B4CEF86EDB5AEBE03E4
69,,2022-02-19 23:36:11.009,3,,0,,,,,terra1mn78j4ykk2rk8zw2xr9lesfqrft8tnf8r74ac4,,929837654121072E5CF2D271D73B735C34B057F8FE3EF715D4E602D376AE6B97
70,PRISM,2022-02-19 23:35:50.037,3,,1,115.727058,LUNA,0.0068333554849999995,16935.612123,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,12FC5C7745A0DF2F2BD7DF7253F035F0FFE9A1956C8E50981BC4E3158078C457
71,,2022-02-19 22:34:45.091,3,,0,,,,,terra1tvxfc7t3g8jumzutfq94unc6nvxzkjgwatpzgt,,58D4FEB0EA1475221050C8AD159080963352ABD82AABF89A30433CFBE74E1458
72,,2022-02-19 22:33:32.466,1,,0,,,,,terra1wfzh8jdazpkt2f4nfazgkt8mxzmzgcvv4e8q00,,10668D5A33E6B778F56B48F59A4E10BCBFBAD5E1B8617C545EFC31FD66F51F7C
73,,2022-02-19 23:46:53.696,1,,0,,,,,terra1lld8vl353dqst6lgj32x8syfeecn4n9xlke4sm,,49E19D14F5C8FFCD6E949D39A12CB1FDACCE6E2F3C604F3D4DF435C150430DA0
74,,2022-02-19 23:09:56.223,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,365CFAF864DC00558F17F13624CFA8A3DB594B47E392B6B2D34B3FF926CAE598
75,,2022-02-19 22:33:59.522,3,,0,,,,,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,DD58B776C5D463F7CDF3BDA6CDDD48E746B22520D414EB2B1BADB2B792652EA8
76,,2022-02-19 22:38:04.023,3,,0,,,,,terra1zkvunk6uxcgfxanj044e6t6sd6q5v7m7zyn5l6,,07F69F4DE663C9341D2DFE89BAC3B37796E6D867BD55B8A2F5C935C943655084
77,,2022-02-19 22:42:20.642,3,,0,,,,,terra1shfyal6x06ya8lphz9luw5yvurymgcv3dnkc6n,,6EC1889913D5B27678922B74DE76D09416EE6A198D6FC5285592880A9CCD9C8F
78,PRISM,2022-02-19 23:38:02.202,3,,1,1.9753859999999999,LUNA,0.006904011782,286.12147,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,822E9143AE7DC00CA6D65C84762452D20E8F9C35FEA996E0E9F43A9DC7973C66
79,xPRISM,2022-02-19 23:22:21.188,1,,0,875.02817,PRISM,0.9796553507,893.200011,terra1tx3jqg3dgds26d5c6elfau2k5lr9rjpme6hm2x,,6D3AE5FFFBDDE7EB47FE8526D795B2F9464466ED123F59B2EECF7FEF15242007
80,,2022-02-19 23:15:10.978,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,B436ABD9644974C2D022D8C3AC47A701499C4CD11232F24B4C5C32B2754EFDA1
81,,2022-02-19 23:13:20.815,1,,0,,,,,terra16yc4lvm8hye28pad2gqsrwwzacrfls5geah0e3,,F26EF13C3F10DF77A1B612559D0CFB46C49E77CA10EF36F8D474F58BBBAF9759
82,PRISM,2022-02-19 22:47:57.385,1,,0,584.236863,xPRISM,1.026965585,568.896243,terra1xt37t0nyecksh6jv7g09tzyz37aztlnlt87jxf,,0B5A24221EE56C3E76054DCCEBA0870077BEF2A1DA358F1D0A3218657683B5A6
83,PRISM,2022-02-19 23:46:32.532,3,,1,1.9843389999999999,LUNA,0.006916807913,286.886527,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,FEF43B11BDFBF94CCB4ABD3B719B13290FDEF2415DF4E99A68A2A756EE36FBF6
84,,2022-02-19 23:28:24.015,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,43DA2735FD99BF2213FE8711A570FA23DEF6CFD5193960AC2ACEE1702BA6FBDD
85,yLUNA,2022-02-19 22:33:52.043,1,,0,12135.975126,PRISM,108.297444198,112.06151,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,B6E5D62E397219DDBC588D7E55210F0B9D52D4807B17E2FAB36196B4EEF02A71
86,,2022-02-19 23:48:41.374,3,,0,,,,,terra1fgef888tuj3g8tmpxp4klvthq4eqk8a2yw7vsw,,A47F30EA7B05CA62D3ADFB82FA01BE82C40ACCD0BD39CFC59AF9ACB5DCCEA1F3
87,UST,2022-02-19 23:37:23.018,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,286.17972,PRISM,2.859064763,100.095571,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,8852C87800F905197FBFA0E422205B1ABD474DA00551775B9DF5FD4C9B427E82
88,,2022-02-19 23:13:26.912,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,A13E896EC4FD0C74F424782F1B16440031CBFE5DAADC73975E2967C427E6203B
89,PRISM,2022-02-19 23:35:43.528,1,,3,36.395345,pLUNA,0.02603905313,1397.721523,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,E6DF7D89EF2025640A96DD83BBFF0C4F6CEED6196BA5073242F58065DE5EF291
90,UST,2022-02-19 23:12:54.617,3,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,1,126.550997,PRISM,3.052046522,41.464308,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,9644C2FFE62F06D26581B28DE14341A754867A57E42C3602A3F4051F5BCFB7AB
91,,2022-02-19 23:11:56.484,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,71D23B117FE452B28F6FE38A00CA199A8C20ED04B7107E5093BD157FF38A1FAA
92,,2022-02-19 23:03:10.563,3,,0,,,,,terra1yuncjufrp3r277wfqkyner8x4zejsdwhghdmer,,6895BC1FCAE082D40C3922B1AB7916BC5780A8B8712FD15F098EAD42885F30BB
93,pLUNA,2022-02-19 22:35:04.973,1,,0,1364.153745,PRISM,38.207455171,35.703863,terra1kqtavayga96he2ppspkf6exn964dmxtl89q4kj,,99AB4541761E753E68F24B8FFB5BF27AAC1120C9958AFB0E801DC81DE29F3249
94,,2022-02-19 23:06:38.438,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,4418F3CE0451AEC624FFE1A9A73A93E2D55C873C46FC1A8DE95A75A5F5727A3A
95,PRISM,2022-02-19 23:46:40.298,3,,1,1.984334,LUNA,0.006917730703,286.847535,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,B95090209D3BFE2707F9B363954E04DC85D89E87806159CCC8AFBCCDA6DF077E
96,,2022-02-19 23:12:48.399,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,DD239AF96EC80F76EC1D7133CEF3A0B05BF63976895908B82E718296E1A5DBAD
97,UST,2022-02-19 23:36:29.681,3,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,2,955.703659,PRISM,2.858509852,334.336318,terra1lykfk0hg5vnuyna9vgldu2t98etwda8dmfzq4c,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,D149966747D65F7DB7E878889B7F1DC43B31D93E5E2059B379F74F4073A15FF8
98,,2022-02-19 23:08:40.755,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,50520F454B3F7C06D39E386C8B37948C8C9227103EE92C739793AEEDD733E0E7
99,,2022-02-19 23:16:48.131,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,C506A9A425987E5770348937913C41AF0D4DA1E1668ADE1A2A9B883E5D80451E
100,,2022-02-19 23:06:05.688,3,,0,,,,,terra1n3s52w97j599sq3k4wcr3j0027j0stnfttnjvg,,EF07CE661BF3D00FE0A830FE9440622B6C2FEBE1143715F241F56667764455DB
101,UST,2022-02-19 23:07:10.063,3,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,1,124.123929,PRISM,3.059369208,40.571739,terra1djkwwpgevx42h8j7zwtgtvy2zcd2z345n5kuhn,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,27108CDBC0A1EE9000FD58A2395D77DD47D274956E17B06646BB280D49BB1156
102,UST,2022-02-19 23:46:40.298,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,286.847535,PRISM,2.867739029,100.025676,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,B95090209D3BFE2707F9B363954E04DC85D89E87806159CCC8AFBCCDA6DF077E
103,,2022-02-19 22:34:58.477,3,,0,,,,,terra1yp0trzwl5vn2acz8d3u465n5mrjfu70qsvx7ck,,6663D2547E9336314C07E42488265B16BB22FE244ABC986972F9C5CBC905CC47
104,UST,2022-02-19 23:41:59.953,3,terra1llwl7z6x4pujpyy4nhwyg8kg9d5w2dg5seftqj,0,1157.841015,PRISM,2.865923024,404.002831,terra1llwl7z6x4pujpyy4nhwyg8kg9d5w2dg5seftqj,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,81AACF8A8DA678F7C648A08BDFCB92C8649778FC3FA77B457BEE3880AD97D04B
105,,2022-02-19 22:34:58.477,3,,0,,,,,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,,69224496EEF1C2CF430C48891352E3CD522FBD46D7391E75D4093B43B3EBCD16
106,PRISM,2022-02-19 23:37:42.465,3,,1,1.9753759999999998,LUNA,0.006905373756,286.063589,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,C8DCD54848910E0CDF653A57EC45EBFAC3A0EDA7FB7E6FB872CDCBDE5D3DF380
