,ask_asset,block_timestamp,event_index,from_,msg_index,offer_amount,offer_asset,price,return_amount,sender,to_,tx_id
2713,xPRISM,2022-02-16 16:40:14.781,1,,0,1509.69959,PRISM,0.9908996258,1523.564598,terra1ek6m2dgpa0fs4e2v36fjf70u6xtn5z2hr73r34,,4DF9FEA496F0837FF6E30FF23E7075CF2C6AB3C1FF4A3E0B0DA8F94C22506F13
2714,xPRISM,2022-02-16 16:40:14.781,1,,0,1509.69959,PRISM,0.9908996258,1523.564598,,,4DF9FEA496F0837FF6E30FF23E7075CF2C6AB3C1FF4A3E0B0DA8F94C22506F13
2715,yLUNA,2022-02-16 18:28:25.831,1,,0,5858.294607,PRISM,96.69452104,60.58559,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,A9407C197CC5356A3909142B19999E7033E323B5E2A8569DCF53FC4A379A22A8
2716,,2022-02-16 20:10:51.140,3,,0,,,,,terra18sms592j033nac5yd934ava8ntcmde63m6pcw3,,3CAB99269E766EEBED5A5902E7597944C7EADDD32A8196F295607A3BA5663314
2717,UST,2022-02-16 12:18:51.492,3,terra1lgf6djhgnzhh90llgupmvy9s469nva3z4emm3v,0,1102.898227,PRISM,2.3141849150000002,476.58172,terra1lgf6djhgnzhh90llgupmvy9s469nva3z4emm3v,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,31E2604FDE11548F909316EDA059FF96BC0F039C953EE8E3FACA28308BD2FEC6
2718,pLUNA,2022-02-16 09:30:59.696,1,,2,420.647397,PRISM,38.64595966,10.884641,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,03E8DCF80624497DD092F628FCBE1D6A4320B43C16F232A2C90A2BDA064C4AAE
2719,UST,2022-02-16 00:56:05.209,3,terra1y5c7zwhlagjvk04mqd54rdw3sdk83hvxjjf8d3,0,10000.952229,PRISM,2.259884004,4425.427239,terra1y5c7zwhlagjvk04mqd54rdw3sdk83hvxjjf8d3,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,069BA57F2B23280E5F38716ADE923E48EB6FD13C5C796F6F9A0E711E21F17399
2720,,2022-02-16 19:47:44.433,1,,0,,,,,terra1xdex8ppzwng058j4m7wt2lcs9agrh6k56nw7yd,,E9634CCA43AE9CC809E3D7798483012D1993F099C5ECF5560BDA32021655E24C
2721,pLUNA,2022-02-16 01:10:06.020,1,,1,1399.44245,PRISM,41.930165172,33.375553,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,BC6AAA55EA92D1B99C2496B3A83EBBBE119A02C1CCC88D73DFAA61019974D7C7
2722,PRISM,2022-02-16 14:24:01.350,1,,0,1147.80495,xPRISM,1.011140028,1135.159244,terra1d8f8795394dqcmn9zz542jf3859sm0kuet33vr,,CC2A3908AA82963828029D73DFE2714E7661598E4CAEBCE4CA408399D05594B5
2723,PRISM,2022-02-16 14:43:45.880,3,,0,10.0,LUNA,0.007257094394,1377.961958,terra1tgkvdjvgq9wr90ecgjcu6378hmwc2pwyyv9cvu,,2246B222A2A6BFE31B785B3C7E572F935519BFBFC6E9CAF34F7E3B3C43B1B047
2724,yLUNA,2022-02-16 01:23:46.444,1,,1,919.81102,PRISM,83.179331332,11.058168,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,2C9615741CB7C8130F5D1A0D6CF21FEBB87E8955D3D61FAEB9DA38936A67E9E9
2725,UST,2022-02-16 00:23:36.795,3,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,2,19077.198557,PRISM,2.194449639,8693.386358,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,2882020A9F6DC5F483DF7608363E0C6B50BB3A13D99BD99CB6F1143AC1DA96B4
2726,yLUNA,2022-02-16 13:35:00.540,1,,0,3969.34734,PRISM,94.722496202,41.905012,terra19up4g69n2nj8n4gpt8l6l69wj0f206cvrmxlhy,,2C3DC712D140B4620E0F73A29C29E398482C4B14C4499F3BAE72EDB6F34F2AD8
2727,,2022-02-16 09:58:37.454,3,,0,,,,,terra1q4upvkh9rlcasa7ats26wuthp3d4477eqlw6vq,,9EDA9D7CFECB7FD6E317364E2BC5ED085C8E6F1B1FD2FD978BBC530948C860AF
2728,,2022-02-16 17:37:38.703,3,,0,,,,,terra14y0wps5d36nj4yny5xhjcaadly7szdzyhxmcu9,,06983D21FE6C2BB49400C8C3041B7D6608469F4F540F2A6C5899C02F49203A03
2729,,2022-02-16 13:18:46.464,3,,0,,,,,terra1ut8zyc9phhp3w9ke5wgaznyvlnjk4n2ktp74gd,,5C66688BBAC076519D99E1948DD4533AE208F80DE37E86997EA837C7257DAC37
2730,,2022-02-16 10:12:46.439,3,,0,,,,,terra1q0eh0d4suq7ma7999kpd67ndu6r8clukqar7yq,,3BAB692191B45ACD52EEB337B8EDF1D026BA66F33B882DE0D8F5AA20397680F9
2731,PRISM,2022-02-16 00:55:27.086,1,,0,559.20816,xPRISM,1.002415393,557.860707,,,20927762BC6D23DF3EA41C2C70D5A648DC61C916AE81905515A62887E8F4F8B9
2732,PRISM,2022-02-16 00:55:27.086,1,,0,559.20816,xPRISM,1.002415393,557.860707,terra163w2e6et7ppcpt5wua9l3pcnjw6hl683l0d759,,20927762BC6D23DF3EA41C2C70D5A648DC61C916AE81905515A62887E8F4F8B9
2733,PRISM,2022-02-16 17:48:46.191,1,,6,0.0013469999999999999,pLUNA,0.0243902439,0.055227,terra1dlur4ewlgdzq4cfnndccddn9g3eq6pq3vqdguv,,3BFCBEC4C641D5B85111E29B9D870C77E9E225A87445A6E6D08F04878A458624
2734,pLUNA,2022-02-16 01:23:46.444,1,,2,461.852119,PRISM,41.744978085,11.063657,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,2C9615741CB7C8130F5D1A0D6CF21FEBB87E8955D3D61FAEB9DA38936A67E9E9
2735,yLUNA,2022-02-16 16:17:49.621,1,,0,1.063535,PRISM,96.562102778,0.011014,terra1ulxe0vhegygqtvc5uug392p9tdzu78hfdyvmt6,,8E3EEEAE730D5D4759A7FD3560EEC27C3078C7886FD9107C83D66C02D9DE7D8A
2736,pLUNA,2022-02-16 09:30:59.696,1,,2,301.498402,PRISM,38.638780213,7.803,terra1lzzpxhwtmy5jqgjud7tj48h27207pch2srlusy,,D7A3B446C13836B33D40B0B0C571FACC370AC9DC9CE735F6CF5DA135EFDB5A34
2737,PRISM,2022-02-15 01:40:13.157,1,,0,245.0,xPRISM,1.009017773,242.810391,terra18j8pans59knsrdkk33cwmf55ve4weenn6hnxhk,,39E5A2EBC78DF81BAF5AABA52B18C6726D9AF207DA90AB344A11F16DD4A30B93
2738,,2022-02-15 11:50:06.675,3,,0,,,,,terra1fgef888tuj3g8tmpxp4klvthq4eqk8a2yw7vsw,,CDC25DC188ED21E0BFA791ADFDE8AEA5D4AF4DB6791C93EE22C825196032DC25
2739,pLUNA,2022-02-15 08:46:03.950,1,,1,1191.75609,PRISM,28.553421688,41.737768,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,958F35E29281B3520C858C5335E0861A865FE8B339148901BBE6E0D5077F254A
2740,pLUNA,2022-02-15 02:42:59.689,1,,0,39654.765196,PRISM,61.690984391,642.796765,terra1pzf43866y3zdx4qjhzfslqmfnytahdvukm76s8,,C060ABF88F2483DA95371BC7B9ED25B25206DA936E81B312FD0D561A0D413B3D
2741,,2022-02-15 11:33:19.363,3,,0,,,,,terra10dgxgnu82vg7ncn343lnwazr5l74k8n8pne7vj,,13D1E841514D88652EAF6236B8E83285DF6243AD81FF8478C07F42D7388CFC70
2742,UST,2022-02-15 03:36:22.971,3,terra1ka8nsl3gn035z0t2kw8nddhhy6enccs53x6l5d,0,24707.651895,PRISM,2.395666717,10313.476294,terra1ka8nsl3gn035z0t2kw8nddhhy6enccs53x6l5d,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,C9BC2177360BFF07BF870FFEA027995275E87D31DF24281821320247671D0187
2743,UST,2022-02-15 03:36:22.971,3,terra1ka8nsl3gn035z0t2kw8nddhhy6enccs53x6l5d,0,24707.651895,PRISM,2.395666717,10313.476294,,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,C9BC2177360BFF07BF870FFEA027995275E87D31DF24281821320247671D0187
2744,PRISM,2022-02-15 19:51:48.107,1,,3,10.353619,yLUNA,0.01277020667,810.763621,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,9E3878C12ED78BE8D2FA2508E7FE9D37E70C2212C6DB83AF0012454A4A965AD2
2745,,2022-02-15 12:09:48.518,3,,0,,,,,terra1fgef888tuj3g8tmpxp4klvthq4eqk8a2yw7vsw,,BCE433AE33B1AF300045650990BB964B1E9B55CFB245928B6E28C39EDB26B926
2746,PRISM,2022-02-15 23:19:01.361,1,,0,2.631933,pLUNA,0.026319330529999997,99.999998,terra18wj088v3jphkj48cndgss0vcxwh5zkcn7yx3vn,,803E35107733D28724A0028700B221C9105F160B5C3CF9F9A023E00AE1ABF643
2747,PRISM,2022-02-15 12:49:58.281,1,,3,8.077573,yLUNA,0.011065899519999998,729.951775,terra1dlur4ewlgdzq4cfnndccddn9g3eq6pq3vqdguv,,9E14B0875A262C8391F133FDB86F07BDA8863E0E10610D9118DDDC9E18434B31
2748,UST,2022-02-15 16:15:38.502,3,terra17uszgjx2fmmc3relc20lug8rljkdytzz7tqar9,0,26658.691009,PRISM,2.048165267,13015.888632,terra17uszgjx2fmmc3relc20lug8rljkdytzz7tqar9,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,6B3AB4EA55B55AC1BB44A2FFCBC2CD2DCB77705D1FED6784D580F9E8AFF562FA
2749,xPRISM,2022-02-15 06:04:03.627,1,,0,14492.551369,PRISM,0.9728814897,14896.522878,terra1zl9fkwuyp9ya6cx3qyecmtmm5ald9enpy9vge7,,27178AF1998253B9FCE2795B11D0D840C2C7D57E309C627B5C56AA0E3F4253BD
2750,,2022-02-15 02:20:17.812,1,,0,,,,,terra14r7afz9flf07xv09vllmww4vsz305pfrdq682p,,BE8AB045C9690371D795053D1D18DD7E6941D690DAA501E8CF5D9F85F8D55782
2751,,2022-02-15 03:18:49.700,3,,0,,,,,terra1l5lhlwzlkvzy4zxqd3v9w889nrdylmuaslzej0,,78482E098962BFB84277FADD11F7566C2218CBE23A3ABAE7F65B1A5672124B73
2752,,2022-02-15 14:07:07.932,3,,0,,,,,terra1v9gf2u67hcpkx0gj8f7venm6u6299gu5jplkh4,,34E16DA6ECE75025B3FFA4267229D0B4778C285BE860196F71005651FF7703A1
2753,PRISM,2022-02-15 15:59:23.593,1,,6,0.000988,pLUNA,0.02714136586,0.036402,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,2411A5A0E92F94DD37FBEE73449456ADF5B8754914E96B03FFDA122950EBACE2
2754,,2022-02-15 09:40:21.501,3,,0,,,,,terra13r070n2amxna54z9e5s084s5dg7gqtw6u4yefc,,9C69096614816DF059E5288D65EF7CFE57755F8A270C139B4F8E30B5960297F8
2755,,2022-02-15 03:06:19.976,3,,0,,,,,terra1z0tf0h95hp74yszmdd3g0rc320jctmfw94qgdh,,707848107D929B359A9090EC30E0A73AF9AE8A860B2805C48EFA9484365462F9
2756,pLUNA,2022-02-15 13:11:37.441,1,,0,4434.946919,PRISM,40.492421855,109.525356,terra16nvqd4zpceqjtfaq3tfqqwpwcxphzzl8k767r6,,ECA92EA6DA91814A1C58428A7DE467C83374BDCE0533144D50D239CC09B51B19
2757,yLUNA,2022-02-15 09:31:43.539,1,,0,3429.839175,PRISM,99.178450901,34.582504,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,B4818795F40BB2CC46928BEE1298A043A24561070086602B670F123AED7FBB43
2758,,2022-02-15 04:33:33.436,3,,0,,,,,terra1l5lhlwzlkvzy4zxqd3v9w889nrdylmuaslzej0,,90BF1D7AF40B063D4A346C0349C9FB59558765CFE27F558A70B2514C35E4EE6E
2759,PRISM,2022-02-15 02:19:19.261,1,,0,541.545975,xPRISM,1.01275145,534.727425,terra1fgdu7yawrr408kc98ep7e83tk0pv0c9nnahlh6,,ABC32710FC7C1EBACAE48ED55C6EE5A25ACCB5B90B4EB766120140428E867CFD
2760,PRISM,2022-02-15 20:31:07.508,3,,0,1.5,LUNA,0.008556548488999999,175.30433,terra1lqxgffsm96zaa6zd2yeajxqykn08wdrswmhn9d,,95EC4895A62F88929F1FDBC74C404ABF319D333E4390E95974A95E82521F6E9B
2761,,2022-02-15 10:15:46.984,3,,0,,,,,terra1ttrl027n2q27f7kmqsqqgkkg2wakjaamyd4mzd,,95A4BBC5ABAF2244D4EA21B9E2A19EA8F61BFBA0BCEC68F7C67F213C29534D9F
2762,pLUNA,2022-02-15 18:16:04.880,1,,1,1157.188185,PRISM,37.988867001,30.461245,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,2DE208C27F7F84D38917C1EB2CDF12ED1CEDD32D4FFD5B9D248A27F8D3DEC7DA
2763,,2022-02-15 05:17:27.538,1,,0,,,,,terra1pn6j0wckhekwcsd4aqjdvem80dk9lm9py5pf3f,,BB633674CFD79F175DD477BC6C39AE0BCD866B33A9FD3D89592DC352E0B73FC3
2764,PRISM,2022-02-15 15:30:43.131,1,,4,54.533642,pLUNA,0.027438314609999997,1987.499698,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,67704C52E7440517A7CF6D61FCA8487C100C36A9930BCC7652DF4C38E379FAA9
2765,UST,2022-02-15 13:12:29.830,3,terra1n75apcsmzejuwu6qn2zath5maaw83d0s4gmx4j,0,5888.226882,PRISM,2.319561593,2538.508527,terra1n75apcsmzejuwu6qn2zath5maaw83d0s4gmx4j,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,06261466B41BCAB9FEFBA69741923B360181B521979F1B7F72A87E45071C7062
2766,,2022-02-15 18:22:02.418,3,,0,,,,,terra1x47theean2lqqayh6kelvqa3y45dempumrfr7z,,400330E7293434C63CB7A0C95F90804A5A4314792264BCD32CF241A28A30F6B9
2767,xPRISM,2022-02-15 08:20:25.439,1,,0,1.0,PRISM,0.9848665407,1.015366,terra1lvgxz8xvdktr5xzjv8nzpu0lwt3n8z30letfg0,,162B396214D3C0EC4ABF319D09815A13832E0034426E5979AECC5E71F18ACA6F
2768,xPRISM,2022-02-15 08:20:25.439,1,,0,1.0,PRISM,0.9848665407,1.015366,,,162B396214D3C0EC4ABF319D09815A13832E0034426E5979AECC5E71F18ACA6F
2769,PRISM,2022-02-15 03:17:24.539,1,,0,314.721279,pLUNA,0.016230224629999998,19391.061197,terra1gth48kux43turd0yegxk6r9cal4pnz8rkyx7xf,,0D77F5FDFABF51E564E0B4F05A791FBCA91F7AE818B684E31383FCED4B466ADF
2770,PRISM,2022-02-15 03:17:24.539,1,,0,314.721279,pLUNA,0.016230224629999998,19391.061197,,,0D77F5FDFABF51E564E0B4F05A791FBCA91F7AE818B684E31383FCED4B466ADF
2771,yLUNA,2022-02-15 06:21:12.503,1,,0,2843.438209,PRISM,82.304236675,34.547896,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,0FD522BD2EF940F2DD5506615F1EA2032FAA148DCDE349B973825CB68A5DD7CD
2772,,2022-02-15 17:22:28.749,3,,0,,,,,terra1vrxykcx9qmzqvedhdg0xy8pple2cr8f59fvpq4,,8B7ACEB02526DC66D62B4B4011079798E420D30B14BD537D114C29ED1E2364B3
2773,,2022-02-15 00:50:39.009,3,,0,,,,,terra14fxar744m7lwkzg6vkr458tum7av9zv88hgat0,,39BA49A7A5D2A8C49C7733B2D206FA8DEBAAAF1E0A70B3782FD75B02B7A82E62
2774,xPRISM,2022-02-15 18:39:52.062,1,,0,45.369002,PRISM,0.9811453962000001,46.240855,terra1pk9nxxj7ckcr9adeccq7wrznr9h8964yee7rxg,,45F4B1ECDCC403EF3029A656D948CB1DDFB6FC732E22B85E7C24CAC73137FA6F
2775,yLUNA,2022-02-15 17:25:32.297,1,,0,7106.76592,PRISM,73.78708824,96.314492,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,B9DD885912A7D40062844075132399D24F62B674DB0B70968AC8B35048618913
2776,,2022-02-15 21:27:36.383,1,,0,,,,,terra1v28ektdlz68gtmzswfqhqrmh7av5suafsgpctx,,BAB325A9099BFC7DDFB7ED60DC6BD2EBCA3F4EC97D996B94AB11E803E0998CDB
2777,,2022-02-15 10:38:47.259,3,,0,,,,,terra1ku3nrcw644fcch7a3ggc8r28k6a906exz79gl7,,604EDE23B47CFBA074EA92F92EF49DCFD0FCAED72CDED2C97A711FBB54E65DE4
2778,UST,2022-02-15 23:06:44.009,3,terra1awf2gd9tmlsx5hfhg5lmx7r6xxjw6jw87yq0x7,0,6168.200372,PRISM,2.14496561,2875.663993,terra1awf2gd9tmlsx5hfhg5lmx7r6xxjw6jw87yq0x7,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,DF68A71D1E01B0800F27545B8C21CB8E0607DE9DC373CD6FB6BEBCA2C7DA5ABB
2779,pLUNA,2022-02-15 06:24:04.131,1,,1,2486.0792,PRISM,47.214789358,52.654671,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,E261BB5F5910DEE390DCB5812B0ACDA2568261540B58D59247ED3C9886501732
2780,,2022-02-15 13:35:24.360,1,,0,,,,,terra1czp8t73te6lglese8w07t2ts957qx88gr0j442,,6E1737C3E1F04953F64C777AA833C5E473E74939B90A88B89C1D339886E06760
2781,PRISM,2022-02-15 16:00:21.338,1,,6,0.0009419999999999999,pLUNA,0.02698908403,0.034902999999999997,terra1rumkce8lqyec0as92xswya5rx4phcge0maxem4,,F1512930C86ED37502B679B3787DC4CDEA90F8F1EE5B97A992D273F2A17E05AE
2782,PRISM,2022-02-15 10:22:24.823,1,,0,412.994446,pLUNA,0.02581392933,15998.898917,terra15vh6z4l2mhfu4886p6r456mym5ha5t99gje3rq,,D52D67AF0B2CC8CDEF12140E12D7F0FB93AED83A1C479E4D36BDEF1782389C11
2783,PRISM,2022-02-15 10:22:24.823,1,,0,412.994446,pLUNA,0.02581392933,15998.898917,,,D52D67AF0B2CC8CDEF12140E12D7F0FB93AED83A1C479E4D36BDEF1782389C11
2784,yLUNA,2022-02-15 22:17:24.209,1,,0,7501.672232,PRISM,75.953526277,98.766609,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,D71B8181D92B6C8123C87339E7240B116385CF37EBD6BAF26F755CE38E9403FF
2785,PRISM,2022-02-15 19:42:07.791,1,,0,1805.820079,xPRISM,1.024273039,1763.026078,terra1cggquluezd3h3f8ufl6knfnzq062fe9x0sccmt,,A8F10EB08090078F7D1D1B57816EA39541A6703BF4CFA1016F5F452A29D160B5
2786,UST,2022-02-15 01:37:56.346,3,terra1nd58d0udyrql4ck4f88exxxkayvypz9n7rwcnz,0,177.633839,PRISM,2.467312654,71.994864,terra1nd58d0udyrql4ck4f88exxxkayvypz9n7rwcnz,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,8169ECD716993336AB6074C00977C4312CA7CBC8C2A68EAB3942AB0FFD20B69E
2787,,2022-02-15 18:08:56.332,3,,0,,,,,terra1hrnmjphe2ec7n0gvjcs5dqgzfqvvd2z9pdxs4k,,F47EB4EF91C64BFF9FBDF95C5A64171E0D6E022C5E392313DFE31764B6CC8523
2788,UST,2022-02-15 23:14:54.640,3,terra1l02jjspsha5qumlthdhvkpy8r8ny8753vy5ds9,0,1367.0,PRISM,2.145574216,637.125479,terra1l02jjspsha5qumlthdhvkpy8r8ny8753vy5ds9,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,163C562815774E670447B42146F838B7A91F6CA67A462E2071D9F75B5D82A512
2789,UST,2022-02-15 18:14:31.725,3,terra1drtzadrwvzsjhajldyhe2ncrdla75u289zhkxs,0,40000.0,PRISM,2.133449811,18748.976325,terra1drtzadrwvzsjhajldyhe2ncrdla75u289zhkxs,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,F3C98A0D6A847AC74932D382C96F2F963E8E1CB03AFD6278C778A6B988F4DBF8
2790,PRISM,2022-02-15 04:22:44.784,1,,0,2.5,pLUNA,0.01690133483,147.917311,terra1u376xnnv5gg0j5s9lp2v6ecrh0ranr32wma806,,4D2CE5DBC187FE3CBCE8E7EDE6F8F856279D4547F5B3E8B3FED540B0716B64DE
2791,,2022-02-15 20:22:43.564,3,,0,,,,,terra1s6eg0qxwlca7at2t6xx0rj7vrpqwlylddd0nq8,,A4552E155F00FC84B1F9561BC2BB41A6CA4AD52CC37CEB2CBA21E5EE757DCF33
2792,pLUNA,2022-02-15 12:21:50.510,1,,1,1421.810126,PRISM,41.42116424,34.325692,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,2E7EE30587889931098055936CEAEABB815EF4386AA5BD8364C57B0B8C89CFCC
2793,pLUNA,2022-02-15 03:18:56.193,1,,0,19513.407369,PRISM,61.922914771,315.124174,terra1j4l7nq0apjj6c00kh2cuge5zlxg7z6hg82ypud,,9CD7B226C564F56CBE5E29661A68135DE6092A4EE9E5899885045A2BB8A26594
2794,pLUNA,2022-02-15 03:18:56.193,1,,0,19513.407369,PRISM,61.922914771,315.124174,,,9CD7B226C564F56CBE5E29661A68135DE6092A4EE9E5899885045A2BB8A26594
2795,xPRISM,2022-02-15 08:15:31.707,1,,0,1085.900381,PRISM,0.98250205,1105.239812,terra1smgnuccp3987efl75dmlgndwq58kplmvj0zvgn,,3846175728E5FFE98DE1209DC9A33C9CC86E36C5E7A7721FBD6C7334252E4128
2796,pLUNA,2022-02-15 12:34:41.016,1,,1,1036.962014,PRISM,40.917601716,25.342688,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,E5BED1CEDA2942C99C2807F0C449606CFE87E57C95104B26840C5DA6D7C571A9
2797,xPRISM,2022-02-15 18:17:25.710,1,,0,336.553172,PRISM,0.9912298734,339.530901,terra1xp3ajlepz7zxj858m592jl7g004tn9njgaqhvf,,02D2AE281A4A335449287B9C075BAA597B1569643D1F2FB2EDDE6D754950B1FA
2798,xPRISM,2022-02-15 18:06:38.196,1,,0,1033.282437,PRISM,0.9994520650000001,1033.848919,terra134368jg3gx5gg5qmstmdenlxrdx2cys7lwslus,,8C9E3FD2550FDA24235468095AD74D95665692D62AD3F69720DBE021587AFF38
2799,PRISM,2022-02-15 11:19:37.374,1,,3,28.212786,yLUNA,0.01049766133,2687.530595,terra1jtmpyx3wdpswham92nzatwpwc6h4ulkv2xrdaa,,E11B901E9176ADC656493C277E50CAF49625139884EFB7A916E4637B0044F52C
2800,,2022-02-15 10:56:15.006,1,,0,,,,,terra1uvujk0juekjwjf9hwzxuccqrghj5hha768gvp0,,DF42B5728988245276879D1EF23B4A1721E65D255FCD742D7D0B0658BE650F13
2801,,2022-02-15 21:41:01.614,3,,0,,,,,terra1kgs6jdl57qyk9ta7mftcxxlus3tdw3pt5yad4t,,3FF6E5319CE41597D9067D5B549FD4A34F032B770916B44044D7D1B01F7B19CB
2802,UST,2022-02-18 17:39:03.896,3,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,2,9219.831113,PRISM,3.120895692,2954.225973,terra12glyg2am7ttfwrypv4phz340x84f728cm7pa53,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,7CBCD3FFD75234FC12158D888F18275CEEB2C317610D5BB1A4D1FDCCB6D05358
2803,UST,2022-02-18 17:44:03.304,3,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,2,309.318549,PRISM,3.090037175,100.101886,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,CDDF89E4182235C9FECB84EEE71DD5AD4B47F7CD83ADA4DF1E9F2834B2BF1ABA
2804,,2022-02-18 17:38:03.962,1,,0,,,,,terra18t3593fg0kqs3kaefxr9qtkdurmxylsxaxsaus,,30AA3087E33E4079A054CDD99BB38256A9E528A31537B2189A7F64124FA3CECD
2805,PRISM,2022-02-18 18:00:50.598,3,,1,1.976114,LUNA,0.006401994601,308.671613,terra19q60sh5xcurn4dnw9g0hfye67h2tzg9gwjpfgg,,D2D06E28DC59F343792F9C66049180345AA9CAE2C74937D95023480D6F642BAB
2806,,2022-02-18 13:22:00.424,3,,0,,,,,terra1mgsszejmtkwacm94ja3se2zzypmurrxxcu05l9,,1F8830285CDB7E0D475F9EB65BBA214ACC591E7176A0867BA09A019E82C9E5EE
2807,,2022-02-18 05:39:01.273,3,,0,,,,,terra1frdr26ex65uvkf0yzjxwqdsnvsd998fq48935h,,0657EB2C8AE99A899F33ADED48892E03F2B0E9F01A73066FBCBBEFDB7BFE3AC5
2808,,2022-02-18 06:04:42.158,3,,0,,,,,terra1uxq90u9ted27qgx4lksq3ty7jzzthe0zenzxrz,,6776BDFB0328116061DCE225B5802296A05D9445481256FD042079E098867A88
2809,PRISM,2022-02-18 06:08:13.692,1,,0,0.029678999999999997,yLUNA,0.009274815028999999,3.199956,terra1llkzlz94j00elvxh3qpls7ker054h0yrvdm70q,,75B7A27D5F44F892AAFC8EAF7B6D00C6A890AA4E68351B578727B49CDA373B48
2810,UST,2022-02-18 03:10:59.858,3,terra1lzzpxhwtmy5jqgjud7tj48h27207pch2srlusy,4,2914.918081,PRISM,2.905772409,1003.147415,terra1lzzpxhwtmy5jqgjud7tj48h27207pch2srlusy,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,A40619E0C7C17D704A986CCA665DB933805CBE6565754C369E458D4C16761C2E
2811,,2022-02-18 03:16:23.632,3,,0,,,,,terra1a3vyjxv5kvqmsnvvd4lzvrnqx4plfuga3ftcjm,,44B08602A19436CA0DE39CE95843610F0AB79FC9E24B6CA0B8CD5230085088D6
2812,,2022-02-18 03:17:08.687,3,,0,,,,,terra1q689q80sfe04ykurc3uw0etlsp3rgj44cd3trd,,20771263FBB039F9607D884FF7936CF714499DFDFE3AD0EC43EA20BCAB83AB5C
2813,,2022-02-17 23:44:31.150,3,,0,,,,,terra15vh6z4l2mhfu4886p6r456mym5ha5t99gje3rq,,FE6E5E77527DC1D0ECEF1A46AE74EC28113E20C4222B57FF3B18BB0A75470B4D
2814,xPRISM,2022-02-17 23:03:31.993,1,,0,2500.0,PRISM,0.9873824315,2531.947015,terra1wx60k9z8rd624eku9ftwwq9eslyagphghvwlzg,,32F41F410DEE8B1880176317D0B0A9F1ECCF04A6FCEF9C090274FC3E37100E74
2815,UST,2022-02-17 23:43:57.649,3,terra1dvk649ydmxytj8fylgfre42v3sdyqm72z2mmdc,0,40000.0,PRISM,2.957069788,13526.904289,,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,7882F905F065400D73CADD7B8527DCDED252C95627C2093F4736553438DB568E
2816,UST,2022-02-17 23:43:57.649,3,terra1dvk649ydmxytj8fylgfre42v3sdyqm72z2mmdc,0,40000.0,PRISM,2.957069788,13526.904289,terra1dvk649ydmxytj8fylgfre42v3sdyqm72z2mmdc,terra19d2alknajcngdezrdhq40h6362k92kz23sz62u,7882F905F065400D73CADD7B8527DCDED252C95627C2093F4736553438DB568E
2817,,2022-02-17 21:08:49.827,1,,0,,,,,terra1cygdjrqmq5p6872gr0qlnjduqg9nj9lu94yr4j,,3FEE282AB6C04C21A728AF5754181AAE304D966AF79EE0BD27A2523492BC5686
2818,xPRISM,2022-02-17 21:31:46.179,1,,0,2465.298882,PRISM,0.9861195532,2499.999999,terra1wx60k9z8rd624eku9ftwwq9eslyagphghvwlzg,,95306BF9520C201E57313D316EAE6DC2BFF0A4026E44C8739B90B326B259454D
